,tag,stmt,31_03_2010,30_06_2010,30_09_2010,31_12_2010,31_03_2011,30_06_2011,30_09_2011,31_12_2011,31_03_2012,30_06_2012,30_09_2012,31_12_2012,31_03_2013,30_06_2013,30_09_2013,31_12_2013,31_03_2014,30_06_2014,30_09_2014,31_12_2014,31_03_2015,30_06_2015,30_09_2015,31_12_2015,31_03_2016,30_06_2016,30_09_2016,31_12_2016,31_03_2017,30_06_2017,30_09_2017,31_12_2017,31_03_2018,30_06_2018,30_09_2018,31_12_2018,31_03_2019,30_06_2019,30_09_2019,31_12_2019,31_03_2020,30_06_2020,30_09_2020,31_12_2020,31_03_2021,30_06_2021,30_09_2021,31_12_2021,31_03_2022,30_06_2022,30_09_2022,31_12_2022,31_03_2023,30_06_2023,30_09_2023,31_12_2023
15,InterestIncomeExpenseNet,IS,13710000000.0,12687000000.0,12502000000.0,51001000000.0,11905000000.0,11836000000.0,11817000000.0,47689000000.0,11666000000.0,11146000000.0,10976000000.0,44910000000.0,10933000000.0,10704000000.0,10775000000.0,43319000000.0,10667000000.0,10798000000.0,11107000000.0,43634000000.0,10677000000.0,10684000000.0,10924000000.0,43510000000.0,11380000000.0,11347000000.0,11603000000.0,46083000000.0,12064000000.0,12208000000.0,12798000000.0,50097000000.0,13312000000.0,13485000000.0,13908000000.0,55059000000.0,14453000000.0,14398000000.0,14228000000.0,57245000000.0,14439000000.0,13853000000.0,13013000000.0,54563000000.0,12889000000.0,12741000000.0,13080000000.0,52311000000.0,13872000000.0,15128000000.0,17518000000.0,66710000000.0,20711000000.0,21779000000.0,22726000000.0,89267000000.0
16,ProceedsFromPaymentsForInInterestBearingDepositsInBanks,CF,4282000000.0,23866000000.0,32219000000.0,7692000000.0,-59164000000.0,-148193000000.0,-107190000000.0,20866000000.0,-29749000000.0,-45149000000.0,-19110000000.0,16100000000.0,-135936000000.0,-189630000000.0,-249755000000.0,10679000000.0,-56480000000.0,-77858000000.0,-98261000000.0,-168426000000.0,-21906000000.0,85670000000.0,108281000000.0,144462000000.0,-20181000000.0,-5580000000.0,-56185000000.0,-25747000000.0,-74149000000.0,-61618000000.0,-70048000000.0,-38532000000.0,,,,,,,,,,,,,,,,,,,,,,,,
17,OtherAssets,BS,108992000000.0,4869000000.0,3910000000.0,3494000000.0,3341000000.0,2675000000.0,2494000000.0,2638000000.0,2269000000.0,2367000000.0,2028000000.0,2090000000.0,1936000000.0,2224000000.0,2261000000.0,2168000000.0,1766000000.0,2048000000.0,1814000000.0,1815000000.0,2350000000.0,2274000000.0,2109000000.0,2765000000.0,3523000000.0,3546000000.0,3437000000.0,3321000000.0,3162000000.0,2819000000.0,104378000000.0,114770000000.0,118140000000.0,118805000000.0,115936000000.0,121022000000.0,118211000000.0,120090000000.0,123045000000.0,126830000000.0,171810000000.0,138213000000.0,145169000000.0,152853000000.0,200247000000.0,209254000000.0,175104000000.0,181498000000.0,188739000000.0,200233000000.0,183512000000.0,182884000000.0,181795000000.0,151346000000.0,150801000000.0,159308000000.0
18,TradingDerivativeLiabilities,BS,140969000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AmortizationOfIntangibleAssets,IS,243000000.0,235000000.0,218000000.0,936000000.0,217000000.0,212000000.0,212000000.0,848000000.0,193000000.0,191000000.0,182000000.0,957000000.0,152000000.0,152000000.0,140000000.0,637000000.0,131000000.0,132000000.0,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CashAndDueFromBanks,CF,31422000000.0,32806000000.0,23960000000.0,96000000.0,23469000000.0,30466000000.0,56766000000.0,132000000.0,55383000000.0,44866000000.0,53343000000.0,216000000.0,45524000000.0,29214000000.0,30664000000.0,264000000.0,26321000000.0,27523000000.0,25372000000.0,211000000.0,22821000000.0,24095000000.0,21258000000.0,74000000.0,18212000000.0,19710000000.0,21390000000.0,113000000.0,20484000000.0,21781000000.0,21994000000.0,25827000000.0,,,,,,,,,,,,,,,,,,,,,,,,
21,PaymentsToAcquireAvailableForSaleSecurities,CF,57647000000.0,102291000000.0,146268000000.0,-1387000000.0,39679000000.0,83322000000.0,138473000000.0,-1109000000.0,63368000000.0,105166000000.0,149150000000.0,364000000.0,50980000000.0,87180000000.0,110749000000.0,12009000000.0,24775000000.0,54227000000.0,96776000000.0,0.0,21663000000.0,41391000000.0,54034000000.0,0.0,19525000000.0,42002000000.0,66767000000.0,123959000000.0,20416000000.0,45613000000.0,73717000000.0,105309000000.0,14680000000.0,27453000000.0,,,,,,,,,,,,,,,,,,,,,,
22,IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet,CF,33749000000.0,-24023000000.0,52645000000.0,15202000000.0,8835000000.0,-22499000000.0,-38094000000.0,-63116000000.0,36953000000.0,48098000000.0,43643000000.0,26546000000.0,8146000000.0,18904000000.0,-21322000000.0,-58867000000.0,36263000000.0,35364000000.0,17564000000.0,10905000000.0,4468000000.0,-11195000000.0,-11789000000.0,-39415000000.0,8304000000.0,13346000000.0,15797000000.0,13007000000.0,17655000000.0,-43000000.0,3731000000.0,-6739000000.0,20185000000.0,16396000000.0,22719000000.0,23415000000.0,40352000000.0,19343000000.0,65428000000.0,1347000000.0,49273000000.0,51894000000.0,52745000000.0,31528000000.0,88844000000.0,30260000000.0,39753000000.0,-20799000000.0,29600000000.0,28586000000.0,45910000000.0,8455000000.0,43722000000.0,63590000000.0,66050000000.0,13801000000.0
23,DepreciationAmortizationAndAccretionNet,CF,955000000.0,1926000000.0,2981000000.0,4029000000.0,1057000000.0,2123000000.0,3176000000.0,4257000000.0,1039000000.0,2065000000.0,3177000000.0,4190000000.0,822000000.0,2105000000.0,3616000000.0,,1077000000.0,2163000000.0,3259000000.0,4759000000.0,1181000000.0,2419000000.0,3667000000.0,4940000000.0,1289000000.0,2625000000.0,4032000000.0,5478000000.0,1464000000.0,2968000000.0,4547000000.0,6179000000.0,1797000000.0,3724000000.0,5716000000.0,7791000000.0,2038000000.0,4084000000.0,6229000000.0,8368000000.0,2197000000.0,4346000000.0,6487000000.0,8614000000.0,2070000000.0,4073000000.0,6001000000.0,7932000000.0,1820000000.0,3609000000.0,5380000000.0,7051000000.0,1649000000.0,2156000000.0,4175000000.0,7512000000.0
24,PreferredStockSharesAuthorized,BS,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0
25,LaborAndRelatedExpense,IS,7276000000.0,7616000000.0,6661000000.0,177000000.0,8263000000.0,7569000000.0,6908000000.0,29037000000.0,8613000000.0,7427000000.0,7503000000.0,30585000000.0,8414000000.0,8019000000.0,7325000000.0,30810000000.0,7859000000.0,7610000000.0,7831000000.0,30160000000.0,8043000000.0,7694000000.0,7320000000.0,29750000000.0,7660000000.0,7778000000.0,7669000000.0,29979000000.0,8201000000.0,7706000000.0,7646000000.0,31009000000.0,8862000000.0,8338000000.0,8108000000.0,33117000000.0,8937000000.0,8547000000.0,8583000000.0,34155000000.0,8895000000.0,9509000000.0,8630000000.0,34988000000.0,10601000000.0,9814000000.0,9087000000.0,38567000000.0,10787000000.0,10301000000.0,10539000000.0,41636000000.0,11676000000.0,11216000000.0,11726000000.0,46465000000.0
26,AdditionalPaidInCapital,BS,96450000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,OccupancyExpense,IS,869000000.0,883000000.0,884000000.0,3681000000.0,978000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CommonStockHeldInRestrictedStockUnitTrustShares,BS,1524785.0,1527326.0,1526023.0,1192712.0,1191389.0,1191384.0,1191314.0,852906.0,851686.0,849580.0,849528.0,479126.0,479126.0,476731.0,476642.0,476642.0,0.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,472953.0,236476.0,236476.0,0.0,,,,,,,,,,,,
29,StockholdersEquity,BS,164721000000.0,171120000000.0,173830000000.0,176106000000.0,180598000000.0,182879000000.0,182287000000.0,183573000000.0,189728000000.0,191572000000.0,199693000000.0,204069000000.0,207086000000.0,209239000000.0,206670000000.0,211178000000.0,219655000000.0,227314000000.0,231277000000.0,232065000000.0,235864000000.0,241205000000.0,245728000000.0,247573000000.0,250157000000.0,252423000000.0,254331000000.0,254190000000.0,255863000000.0,258483000000.0,258382000000.0,255693000000.0,256201000000.0,257458000000.0,258956000000.0,256515000000.0,259837000000.0,263215000000.0,264348000000.0,261330000000.0,261262000000.0,264466000000.0,271113000000.0,279354000000.0,280714000000.0,286386000000.0,290041000000.0,294127000000.0,285899000000.0,286143000000.0,288018000000.0,292332000000.0,303082000000.0,312516000000.0,317371000000.0,327878000000.0
30,PaymentsForProceedsFromBusinessesAndInterestInAffiliates,CF,4000000.0,6000000.0,4646000000.0,4910000000.0,15000000.0,14000000.0,-37000000.0,-102000000.0,30000000.0,-90000000.0,-90000000.0,-88000000.0,37000000.0,45000000.0,62000000.0,149000000.0,0.0,19000000.0,-24000000.0,-843000000.0,-1272000000.0,-1263000000.0,-1255000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,NetCashProvidedByUsedInInvestingActivities,CF,-13862000000.0,73674000000.0,20721000000.0,14140000000.0,-65810000000.0,-145807000000.0,-169667000000.0,-8839000000.0,-45362000000.0,-65962000000.0,-69721000000.0,25504000000.0,-55455000000.0,-142245000000.0,-189101000000.0,12509000000.0,-68410000000.0,-97938000000.0,-95630000000.0,-15945000000.0,-24150000000.0,77471000000.0,79722000000.0,30598000000.0,-34581000000.0,-52064000000.0,-112102000000.0,10642000000.0,-27037000000.0,-37079000000.0,-22342000000.0,-10283000000.0,-45021000000.0,-38974000000.0,-39782000000.0,-197993000000.0,36301000000.0,27424000000.0,-38181000000.0,-54013000000.0,-135150000000.0,-183617000000.0,-198206000000.0,-261912000000.0,15391000000.0,33089000000.0,-29186000000.0,-129344000000.0,-72608000000.0,-125811000000.0,-86289000000.0,-137819000000.0,23794000000.0,5551000000.0,-12239000000.0,67643000000.0
32,InvestmentBankingRevenue,IS,1461000000.0,1421000000.0,1476000000.0,6190000000.0,1793000000.0,1933000000.0,1052000000.0,5911000000.0,1381000000.0,1257000000.0,1443000000.0,5808000000.0,1445000000.0,1717000000.0,1507000000.0,6354000000.0,1420000000.0,1751000000.0,1538000000.0,6542000000.0,1794000000.0,1833000000.0,1604000000.0,6751000000.0,1333000000.0,1644000000.0,1866000000.0,6448000000.0,1817000000.0,1810000000.0,1843000000.0,7248000000.0,1736000000.0,2168000000.0,1832000000.0,7550000000.0,1840000000.0,1851000000.0,1967000000.0,7501000000.0,1866000000.0,2850000000.0,2187000000.0,9486000000.0,2970000000.0,3470000000.0,3282000000.0,13216000000.0,2008000000.0,1586000000.0,1674000000.0,6686000000.0,1649000000.0,1513000000.0,1722000000.0,6519000000.0
33,PreferredStocksValue,BS,8152000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,NetCashProvidedByUsedInOperatingActivities,CF,19132000000.0,47555000000.0,-5646000000.0,16471000000.0,-5979000000.0,58725000000.0,66518000000.0,11474000000.0,4266000000.0,46249000000.0,29590000000.0,7009000000.0,19964000000.0,88484000000.0,115061000000.0,-2476000000.0,14667000000.0,10296000000.0,7847000000.0,11806000000.0,14879000000.0,32175000000.0,57299000000.0,17203000000.0,-21383000000.0,-22907000000.0,-18715000000.0,-7406000000.0,-20036000000.0,-13024000000.0,-16038000000.0,-2501000000.0,-35109000000.0,576000000.0,13765000000.0,14187000000.0,-80880000000.0,-94734000000.0,-77039000000.0,6046000000.0,-120772000000.0,-37032000000.0,-51858000000.0,-79910000000.0,-43872000000.0,-30342000000.0,-7011000000.0,78084000000.0,-41917000000.0,24101000000.0,5897000000.0,107119000000.0,-111241000000.0,-92376000000.0,-47257000000.0,12974000000.0
35,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,CF,-4746000000.0,18675000000.0,28915000000.0,12452000000.0,-3673000000.0,-1172000000.0,18798000000.0,15456000000.0,958000000.0,3412000000.0,1805000000.0,4683000000.0,1955000000.0,7250000000.0,6062000000.0,-526000000.0,-11652000000.0,-17214000000.0,-9842000000.0,9166000000.0,10199000000.0,-718000000.0,6229000000.0,3701000000.0,7464000000.0,10764000000.0,6428000000.0,4517000000.0,-11854000000.0,-11366000000.0,-18835000000.0,-4318000000.0,3929000000.0,716000000.0,-2909000000.0,8833000000.0,-2292000000.0,10146000000.0,21181000000.0,17949000000.0,61893000000.0,24157000000.0,28548000000.0,42434000000.0,-7131000000.0,-2709000000.0,358000000.0,11745000000.0,-1319000000.0,14930000000.0,17114000000.0,2882000000.0,-14129000000.0,-44599000000.0,-39371000000.0,-32970000000.0
36,IncreaseDecreaseInTradingLiabilities,CF,15027000000.0,19396000000.0,49254000000.0,19344000000.0,-13879000000.0,-7627000000.0,23013000000.0,7905000000.0,4113000000.0,8662000000.0,8112000000.0,-3921000000.0,-6567000000.0,8194000000.0,6867000000.0,-9772000000.0,-1951000000.0,-7140000000.0,2624000000.0,26818000000.0,17349000000.0,-16660000000.0,-6625000000.0,-28972000000.0,24919000000.0,42738000000.0,23308000000.0,5198000000.0,-11518000000.0,-12827000000.0,-23162000000.0,-26256000000.0,11855000000.0,21997000000.0,21580000000.0,18290000000.0,13353000000.0,12765000000.0,12774000000.0,-14516000000.0,97078000000.0,69341000000.0,63516000000.0,77198000000.0,-7000000.0,-3521000000.0,-10668000000.0,-23190000000.0,29993000000.0,23646000000.0,34950000000.0,11170000000.0,3200000000.0,-4846000000.0,30787000000.0,5315000000.0
37,AllowanceForLendingRelatedCommitments,BS,940000000.0,912000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,LendingAndDepositRelatedFees,IS,1646000000.0,1586000000.0,1563000000.0,6340000000.0,1546000000.0,1649000000.0,1643000000.0,6458000000.0,1517000000.0,1546000000.0,1562000000.0,6196000000.0,1468000000.0,1489000000.0,1519000000.0,5945000000.0,1405000000.0,1463000000.0,1479000000.0,5801000000.0,1363000000.0,1418000000.0,1463000000.0,5694000000.0,1403000000.0,1403000000.0,1484000000.0,5774000000.0,1448000000.0,1482000000.0,1497000000.0,5933000000.0,1477000000.0,1495000000.0,1542000000.0,6052000000.0,1482000000.0,1535000000.0,1626000000.0,6369000000.0,1706000000.0,1431000000.0,1647000000.0,6511000000.0,1687000000.0,1760000000.0,1801000000.0,7032000000.0,1839000000.0,1873000000.0,1731000000.0,7098000000.0,1620000000.0,1828000000.0,2039000000.0,7413000000.0
39,ConsolidatedNoncashAssetsTransferOfFinancialAssetsConsolidationOfVariableInterestEntities,CF,87700000000.0,87700000000.0,87700000000.0,87700000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,AllOtherOperatingActivities,CF,-1351000000.0,3149000000.0,-8232000000.0,1685000000.0,-4372000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,RetainedEarningsAccumulatedDeficit,BS,61043000000.0,65465000000.0,69531000000.0,73998000000.0,78342000000.0,82612000000.0,85726000000.0,88315000000.0,92347000000.0,95518000000.0,99888000000.0,104223000000.0,109402000000.0,114216000000.0,112135000000.0,115756000000.0,119318000000.0,123497000000.0,127234000000.0,130315000000.0,134048000000.0,138294000000.0,143050000000.0,146420000000.0,149730000000.0,153749000000.0,157870000000.0,162440000000.0,166663000000.0,171488000000.0,175827000000.0,177676000000.0,183855000000.0,189881000000.0,195180000000.0,199202000000.0,205437000000.0,212093000000.0,217888000000.0,223211000000.0,220226000000.0,221732000000.0,228014000000.0,236990000000.0,248151000000.0,256983000000.0,265276000000.0,272268000000.0,277177000000.0,282445000000.0,288776000000.0,296456000000.0,306208000000.0,317359000000.0,327044000000.0,332901000000.0
42,SecuritiesGains,IS,610000000.0,1000000000.0,102000000.0,2965000000.0,102000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
