,tag,stmt,31_03_2010,30_06_2010,30_09_2010,31_12_2010,31_03_2011,30_06_2011,30_09_2011,31_12_2011,31_03_2012,30_06_2012,30_09_2012,31_12_2012,31_03_2013,30_06_2013,30_09_2013,31_12_2013,31_03_2014,30_06_2014,30_09_2014,31_12_2014,31_03_2015,30_06_2015,30_09_2015,31_12_2015,31_03_2016,30_06_2016,30_09_2016,31_12_2016,31_03_2017,30_06_2017,30_09_2017,31_12_2017,31_03_2018,30_06_2018,30_09_2018,31_12_2018,31_03_2019,30_06_2019,30_09_2019,31_12_2019,31_03_2020,30_06_2020,30_09_2020,31_12_2020,31_03_2021,30_06_2021,30_09_2021,31_12_2021,31_03_2022,30_06_2022,30_09_2022,31_12_2022,31_03_2023,30_06_2023,30_09_2023,31_12_2023
10,OtherCostAndExpenseOperating,IS,178000000.0,149000000.0,203000000.0,742000000.0,,,279000000.0,1177000000.0,322000000.0,275000000.0,298000000.0,1060000000.0,194000000.0,232000000.0,202000000.0,841000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CashAndCashEquivalentsPeriodIncreaseDecrease,CF,897000000.0,331000000.0,265000000.0,-130000000.0,1096000000.0,1007000000.0,2303000000.0,1321000000.0,-64000000.0,220000000.0,1070000000.0,-1684000000.0,1167000000.0,947000000.0,763000000.0,719000000.0,647000000.0,819000000.0,346000000.0,-1171000000.0,2040000000.0,1756000000.0,1854000000.0,-356000000.0,362000000.0,179000000.0,1805000000.0,747000000.0,379000000.0,615000000.0,1104000000.0,1024000000.0,-468000000.0,-1680000000.0,-1964000000.0,-2089000000.0,,,,,,,,,,,,,,,,,,,,
12,PropertyPlantAndEquipmentNet,BS,4436000000.0,4381000000.0,4347000000.0,4554000000.0,4461000000.0,4421000000.0,4428000000.0,4611000000.0,4530000000.0,4495000000.0,4486000000.0,4675000000.0,4617000000.0,4594000000.0,4598000000.0,4706000000.0,4612000000.0,4559000000.0,4590000000.0,4755000000.0,4654000000.0,4640000000.0,4677000000.0,5490000000.0,5417000000.0,5438000000.0,5369000000.0,5549000000.0,5481000000.0,5532000000.0,5511000000.0,5775000000.0,5749000000.0,5786000000.0,5902000000.0,6124000000.0,6140000000.0,6170000000.0,6240000000.0,6591000000.0,6605000000.0,6663000000.0,6803000000.0,7213000000.0,7213000000.0,7290000000.0,7332000000.0,7597000000.0,7561000000.0,7569000000.0,7629000000.0,7975000000.0,7938000000.0,7966000000.0,8046000000.0,8370000000.0
13,Depreciation,CF,172000000.0,351000000.0,539000000.0,749000000.0,175000000.0,349000000.0,524000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,IncreaseDecreaseInOtherOperatingCapitalNet,CF,-1262000000.0,-1393000000.0,-796000000.0,39000000.0,-77000000.0,112000000.0,6000000.0,181000000.0,-100000000.0,-109000000.0,-301000000.0,-162000000.0,-10000000.0,15000000.0,-129000000.0,-104000000.0,21000000.0,-137000000.0,-356000000.0,-277000000.0,159000000.0,122000000.0,-196000000.0,-501000000.0,-122000000.0,-82000000.0,-231000000.0,210000000.0,-218000000.0,-342000000.0,-801000000.0,-285000000.0,-266000000.0,-399000000.0,-635000000.0,-804000000.0,172000000.0,-33000000.0,-543000000.0,-274000000.0,349000000.0,-415000000.0,-679000000.0,-739000000.0,166000000.0,-141000000.0,-119000000.0,-10000000.0,222000000.0,-331000000.0,-794000000.0,-612000000.0,443000000.0,113000000.0,-262000000.0,95000000.0
15,OtherLiabilitiesNoncurrent,BS,3122000000.0,3123000000.0,3178000000.0,3363000000.0,3380000000.0,3383000000.0,3329000000.0,3541000000.0,3613000000.0,3529000000.0,3625000000.0,3807000000.0,3880000000.0,3875000000.0,3827000000.0,3735000000.0,3632000000.0,3668000000.0,3604000000.0,3877000000.0,3763000000.0,3815000000.0,3908000000.0,4792000000.0,4877000000.0,4620000000.0,4638000000.0,4659000000.0,4609000000.0,4619000000.0,4563000000.0,4558000000.0,4386000000.0,4384000000.0,4411000000.0,4311000000.0,5022000000.0,5061000000.0,5058000000.0,5410000000.0,5592000000.0,5834000000.0,6146000000.0,6196000000.0,6087000000.0,6250000000.0,6167000000.0,5928000000.0,6173000000.0,6395000000.0,6492000000.0,6826000000.0,7087000000.0,7399000000.0,7655000000.0,5231000000.0
16,LiabilitiesAndStockholdersEquity,BS,36287000000.0,36239000000.0,35551000000.0,35067000000.0,36677000000.0,35718000000.0,36187000000.0,37908000000.0,38340000000.0,38386000000.0,39321000000.0,38657000000.0,39580000000.0,38947000000.0,38907000000.0,36188000000.0,36919000000.0,37250000000.0,36933000000.0,37073000000.0,39752000000.0,39848000000.0,39617000000.0,49128000000.0,50158000000.0,50408000000.0,48739000000.0,47806000000.0,48836000000.0,48711000000.0,48946000000.0,46521000000.0,46634000000.0,45125000000.0,45495000000.0,44876000000.0,47684000000.0,47840000000.0,49275000000.0,47528000000.0,49248000000.0,49603000000.0,50773000000.0,50710000000.0,51437000000.0,52099000000.0,51843000000.0,50873000000.0,51510000000.0,51758000000.0,52030000000.0,52880000000.0,54622000000.0,56978000000.0,56666000000.0,52456000000.0
17,IncreaseDecreaseInAccountsPayable,CF,217000000.0,247000000.0,354000000.0,-364000000.0,745000000.0,592000000.0,707000000.0,609000000.0,116000000.0,91000000.0,-86000000.0,-236000000.0,83000000.0,5000000.0,-119000000.0,-647000000.0,545000000.0,557000000.0,596000000.0,95000000.0,375000000.0,453000000.0,637000000.0,-160000000.0,751000000.0,806000000.0,1033000000.0,-188000000.0,1111000000.0,940000000.0,1229000000.0,-189000000.0,1290000000.0,1224000000.0,1237000000.0,914000000.0,744000000.0,237000000.0,524000000.0,-1098000000.0,1894000000.0,191000000.0,247000000.0,-372000000.0,1023000000.0,743000000.0,653000000.0,-98000000.0,1829000000.0,1522000000.0,1834000000.0,1274000000.0,1217000000.0,1397000000.0,1731000000.0,151000000.0
18,ProceedsFromIssuanceOfCommonStock,CF,24000000.0,37000000.0,57000000.0,,43000000.0,65000000.0,90000000.0,,159000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,StockholdersEquity,BS,4028000000.0,3734000000.0,3918000000.0,3708000000.0,3791000000.0,3288000000.0,2943000000.0,1001000000.0,1573000000.0,2204000000.0,2442000000.0,39000000.0,304000000.0,694000000.0,1277000000.0,4918000000.0,4800000000.0,4319000000.0,4574000000.0,3400000000.0,3520000000.0,2982000000.0,2813000000.0,3097000000.0,3177000000.0,2997000000.0,2323000000.0,1511000000.0,1483000000.0,1265000000.0,2098000000.0,-683000000.0,-182000000.0,416000000.0,943000000.0,1394000000.0,2465000000.0,2850000000.0,3893000000.0,3127000000.0,3446000000.0,3751000000.0,4953000000.0,6015000000.0,6312000000.0,6522000000.0,9631000000.0,10959000000.0,10002000000.0,11432000000.0,11966000000.0,9266000000.0,9646000000.0,9240000000.0,9274000000.0,6835000000.0
20,PaymentsToAcquirePropertyPlantAndEquipment,CF,92000000.0,223000000.0,394000000.0,820000000.0,95000000.0,242000000.0,443000000.0,814000000.0,131000000.0,306000000.0,514000000.0,942000000.0,106000000.0,282000000.0,491000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AssetsCurrent,BS,13919000000.0,14212000000.0,13939000000.0,12851000000.0,14743000000.0,13954000000.0,14669000000.0,14094000000.0,14561000000.0,14800000000.0,15791000000.0,13855000000.0,14872000000.0,14379000000.0,14119000000.0,13329000000.0,14234000000.0,14163000000.0,13684000000.0,12329000000.0,15218000000.0,15287000000.0,15055000000.0,16198000000.0,15767000000.0,16073000000.0,17110000000.0,15108000000.0,16586000000.0,16566000000.0,17208000000.0,17461000000.0,17816000000.0,16504000000.0,16859000000.0,16103000000.0,18031000000.0,18100000000.0,19803000000.0,17095000000.0,19222000000.0,19570000000.0,20290000000.0,19378000000.0,20252000000.0,20674000000.0,21357000000.0,19815000000.0,20390000000.0,20973000000.0,20960000000.0,20991000000.0,22144000000.0,24087000000.0,23322000000.0,20521000000.0
22,NetCashProvidedByUsedInInvestingActivities,CF,-8000000.0,-804000000.0,-867000000.0,-319000000.0,-63000000.0,254000000.0,337000000.0,-813000000.0,-149000000.0,-298000000.0,-547000000.0,-1222000000.0,-156000000.0,-347000000.0,-784000000.0,-1121000000.0,-126000000.0,-426000000.0,-1064000000.0,-1723000000.0,-92000000.0,-218000000.0,-411000000.0,-9734000000.0,-147000000.0,-327000000.0,-551000000.0,-985000000.0,-166000000.0,-439000000.0,-655000000.0,-1147000000.0,-86000000.0,-329000000.0,-673000000.0,-1075000000.0,-257000000.0,-508000000.0,-803000000.0,-1241000000.0,-295000000.0,-632000000.0,-1017000000.0,-2010000000.0,-169000000.0,-389000000.0,-619000000.0,-1161000000.0,-251000000.0,-583000000.0,-981000000.0,-1789000000.0,-259000000.0,-593000000.0,-991000000.0,-1694000000.0
23,OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,BS,1328000000.0,1310000000.0,1292000000.0,1213000000.0,1227000000.0,1240000000.0,1254000000.0,1274000000.0,1281000000.0,1267000000.0,1245000000.0,1220000000.0,1220000000.0,1219000000.0,1219000000.0,902000000.0,902000000.0,901000000.0,901000000.0,1102000000.0,1098000000.0,1090000000.0,1082000000.0,1070000000.0,1072000000.0,1073000000.0,1083000000.0,862000000.0,861000000.0,859000000.0,858000000.0,719000000.0,713000000.0,706000000.0,700000000.0,704000000.0,698000000.0,688000000.0,677000000.0,337000000.0,,,,,,,,,,,,,,,,
24,IncreaseDecreaseInReceivables,CF,549000000.0,552000000.0,515000000.0,15000000.0,900000000.0,861000000.0,853000000.0,363000000.0,654000000.0,505000000.0,365000000.0,460000000.0,384000000.0,244000000.0,310000000.0,-767000000.0,423000000.0,598000000.0,231000000.0,-28000000.0,661000000.0,1183000000.0,861000000.0,256000000.0,558000000.0,1214000000.0,1537000000.0,811000000.0,667000000.0,560000000.0,819000000.0,401000000.0,108000000.0,217000000.0,151000000.0,179000000.0,389000000.0,102000000.0,-60000000.0,-107000000.0,555000000.0,498000000.0,143000000.0,-359000000.0,236000000.0,633000000.0,289000000.0,-15000000.0,564000000.0,1438000000.0,521000000.0,542000000.0,78000000.0,922000000.0,-100000000.0,-373000000.0
25,CashAndCashEquivalentsAtCarryingValue,BS,3288000000.0,2722000000.0,2656000000.0,2261000000.0,3357000000.0,3268000000.0,4564000000.0,3582000000.0,3518000000.0,3802000000.0,4652000000.0,1898000000.0,3065000000.0,2845000000.0,2661000000.0,2617000000.0,3264000000.0,3436000000.0,2963000000.0,1446000000.0,3486000000.0,3202000000.0,3300000000.0,1090000000.0,1452000000.0,1269000000.0,2895000000.0,1837000000.0,2216000000.0,2452000000.0,2941000000.0,2861000000.0,2393000000.0,1181000000.0,897000000.0,772000000.0,991000000.0,1167000000.0,2539000000.0,1514000000.0,1988000000.0,2855000000.0,3585000000.0,3160000000.0,2933000000.0,2745000000.0,2727000000.0,3604000000.0,1883000000.0,1775000000.0,2430000000.0,2547000000.0,2440000000.0,3673000000.0,3551000000.0,1442000000.0
26,NetCashProvidedByUsedInOperatingActivities,CF,1649000000.0,2874000000.0,3387000000.0,3547000000.0,1684000000.0,2527000000.0,3038000000.0,4253000000.0,458000000.0,1303000000.0,2876000000.0,1561000000.0,2085000000.0,2708000000.0,3608000000.0,4546000000.0,2100000000.0,3077000000.0,4067000000.0,3866000000.0,957000000.0,2220000000.0,3737000000.0,5101000000.0,1563000000.0,3140000000.0,4460000000.0,5189000000.0,1666000000.0,3210000000.0,4964000000.0,6476000000.0,632000000.0,560000000.0,921000000.0,3138000000.0,1663000000.0,3331000000.0,5821000000.0,7311000000.0,2314000000.0,4496000000.0,6376000000.0,8183000000.0,1748000000.0,3016000000.0,4953000000.0,9221000000.0,1410000000.0,2741000000.0,5874000000.0,7802000000.0,1564000000.0,2664000000.0,5555000000.0,7920000000.0
27,OtherLiabilitiesCurrent,BS,2406000000.0,2429000000.0,1992000000.0,1737000000.0,2193000000.0,1981000000.0,1972000000.0,1798000000.0,2055000000.0,1804000000.0,2213000000.0,1815000000.0,2236000000.0,2138000000.0,2278000000.0,1565000000.0,2134000000.0,2179000000.0,2310000000.0,1926000000.0,2352000000.0,2799000000.0,2527000000.0,2223000000.0,2422000000.0,3067000000.0,2899000000.0,2349000000.0,2660000000.0,2831000000.0,2146000000.0,1883000000.0,2188000000.0,1992000000.0,2619000000.0,1883000000.0,2349000000.0,2778000000.0,2626000000.0,1921000000.0,2009000000.0,2966000000.0,2538000000.0,1845000000.0,2273000000.0,2720000000.0,2863000000.0,1996000000.0,2375000000.0,3158000000.0,2515000000.0,2207000000.0,2626000000.0,2875000000.0,2133000000.0,2134000000.0
28,OtherNonoperatingIncomeExpense,IS,28000000.0,-19000000.0,37000000.0,74000000.0,19000000.0,9000000.0,-3000000.0,5000000.0,35000000.0,13000000.0,45000000.0,21000000.0,-2000000.0,1000000.0,3000000.0,,2000000.0,2000000.0,1000000.0,6000000.0,3000000.0,2000000.0,1000000.0,30000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,-2000000.0,-7000000.0,-1000000.0,-210000000.0,-210000000.0,-211000000.0,-828000000.0,-167000000.0,-162000000.0,-162000000.0,-651000000.0,56000000.0,25000000.0,54000000.0,182000000.0,169000000.0,120000000.0,98000000.0,288000000.0,123000000.0,-161000000.0,-26000000.0,-74000000.0,49000000.0,-17000000.0,37000000.0,64000000.0
29,EmployeeRelatedLiabilitiesCurrent,BS,1645000000.0,1698000000.0,1890000000.0,1870000000.0,1808000000.0,1819000000.0,1800000000.0,1664000000.0,1624000000.0,1668000000.0,1725000000.0,1649000000.0,1710000000.0,1688000000.0,1737000000.0,1809000000.0,1722000000.0,1813000000.0,1919000000.0,1826000000.0,1722000000.0,1808000000.0,1947000000.0,1916000000.0,1963000000.0,2012000000.0,1856000000.0,1764000000.0,1647000000.0,1796000000.0,1895000000.0,1785000000.0,1771000000.0,2051000000.0,2165000000.0,2122000000.0,1861000000.0,2077000000.0,2308000000.0,2466000000.0,2022000000.0,2488000000.0,2818000000.0,3163000000.0,2794000000.0,3029000000.0,3122000000.0,3108000000.0,2671000000.0,2935000000.0,3151000000.0,3075000000.0,2634000000.0,2896000000.0,3139000000.0,3133000000.0
30,CustomerAdvancesCurrent,BS,5274000000.0,5180000000.0,5060000000.0,5719000000.0,5844000000.0,6037000000.0,5544000000.0,6399000000.0,6148000000.0,6287000000.0,6396000000.0,6503000000.0,6406000000.0,6383000000.0,6350000000.0,6349000000.0,6197000000.0,6199000000.0,5904000000.0,5790000000.0,5548000000.0,5549000000.0,5339000000.0,6988000000.0,6856000000.0,7236000000.0,6830000000.0,6776000000.0,6572000000.0,6460000000.0,6195000000.0,6752000000.0,,,,,,,,,,,,,,,,,,,,,,,,
31,PaymentsForRepurchaseOfCommonStock,CF,516000000.0,1247000000.0,1566000000.0,2420000000.0,314000000.0,1313000000.0,2317000000.0,2465000000.0,242000000.0,423000000.0,708000000.0,990000000.0,461000000.0,926000000.0,1533000000.0,1762000000.0,1106000000.0,1230000000.0,1676000000.0,1900000000.0,604000000.0,1541000000.0,2364000000.0,3071000000.0,501000000.0,1002000000.0,1280000000.0,2096000000.0,500000000.0,1000000000.0,1500000000.0,2001000000.0,300000000.0,610000000.0,826000000.0,1492000000.0,281000000.0,500000000.0,710000000.0,1200000000.0,756000000.0,1015000000.0,1100000000.0,1100000000.0,1000000000.0,1500000000.0,2000000000.0,4087000000.0,2000000000.0,2356000000.0,3694000000.0,7900000000.0,500000000.0,1250000000.0,3000000000.0,6000000000.0
32,InventoryNet,BS,2476000000.0,2360000000.0,2093000000.0,2378000000.0,2277000000.0,2226000000.0,1789000000.0,2481000000.0,2380000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2997000000.0,,,,,,,,,,,,,,,,,,,,
33,IntangibleAssetsNetExcludingGoodwill,BS,283000000.0,179000000.0,158000000.0,,,,,,,,,,,,,,,,,,,,,4147000000.0,4121000000.0,4051000000.0,4205000000.0,4093000000.0,4019000000.0,3944000000.0,3877000000.0,3797000000.0,3730000000.0,3646000000.0,3570000000.0,3494000000.0,3425000000.0,3351000000.0,3278000000.0,3213000000.0,3142000000.0,3077000000.0,3013000000.0,3012000000.0,2930000000.0,2849000000.0,2768000000.0,2706000000.0,2644000000.0,2584000000.0,2521000000.0,2459000000.0,2397000000.0,2336000000.0,2274000000.0,2212000000.0
34,PaymentsOfDividendsCommonStock,CF,238000000.0,471000000.0,700000000.0,969000000.0,266000000.0,524000000.0,770000000.0,1095000000.0,327000000.0,653000000.0,979000000.0,1352000000.0,371000000.0,742000000.0,1112000000.0,1540000000.0,444000000.0,865000000.0,1286000000.0,1760000000.0,498000000.0,965000000.0,1427000000.0,1932000000.0,533000000.0,1034000000.0,1518000000.0,2048000000.0,544000000.0,1069000000.0,1591000000.0,2163000000.0,586000000.0,1156000000.0,1725000000.0,2347000000.0,638000000.0,1260000000.0,1881000000.0,2556000000.0,693000000.0,1364000000.0,2036000000.0,2764000000.0,739000000.0,1460000000.0,2178000000.0,2940000000.0,767000000.0,1511000000.0,2250000000.0,3016000000.0,784000000.0,1542000000.0,2289000000.0,3056000000.0
35,CostOfServices,IS,1917000000.0,2051000000.0,2151000000.0,8350000000.0,1929000000.0,2178000000.0,2138000000.0,8514000000.0,1917000000.0,2115000000.0,2154000000.0,8383000000.0,2134000000.0,2137000000.0,2202000000.0,8588000000.0,1950000000.0,2063000000.0,2228000000.0,8393000000.0,1951000000.0,2216000000.0,2326000000.0,9011000000.0,2463000000.0,2548000000.0,1313000000.0,6040000000.0,1376000000.0,1658000000.0,1513000000.0,6405000000.0,1689000000.0,,,,,,,,,,,,,,,,,,,,,,,
36,OtherOperatingIncomeExpense,IS,46000000.0,75000000.0,91000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,DeferredTaxAssetsNetCurrent,BS,839000000.0,962000000.0,930000000.0,1038000000.0,1156000000.0,1140000000.0,1184000000.0,1339000000.0,1332000000.0,1327000000.0,1281000000.0,1269000000.0,1261000000.0,1233000000.0,1167000000.0,1088000000.0,1135000000.0,1153000000.0,1183000000.0,1451000000.0,1468000000.0,1469000000.0,1263000000.0,1463000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PaymentsToAcquireBusinessesAndInterestInAffiliates,CF,19000000.0,22000000.0,41000000.0,148000000.0,,,,649000000.0,,,,304000000.0,,,266000000.0,269000000.0,,172000000.0,622000000.0,898000000.0,,,,9003000000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
39,OtherAssetsNoncurrent,BS,3922000000.0,3889000000.0,4009000000.0,4575000000.0,4452000000.0,4460000000.0,4388000000.0,4667000000.0,4789000000.0,4747000000.0,4788000000.0,4948000000.0,4985000000.0,4941000000.0,4999000000.0,4955000000.0,4921000000.0,4910000000.0,4931000000.0,5114000000.0,5015000000.0,5019000000.0,4957000000.0,5247000000.0,5377000000.0,5395000000.0,5414000000.0,5667000000.0,5488000000.0,5557000000.0,5568000000.0,5570000000.0,5449000000.0,5357000000.0,5340000000.0,5178000000.0,6150000000.0,6281000000.0,6280000000.0,6706000000.0,6550000000.0,6587000000.0,6880000000.0,6826000000.0,6868000000.0,7099000000.0,6907000000.0,7652000000.0,7416000000.0,7158000000.0,7040000000.0,6931000000.0,7192000000.0,7276000000.0,7369000000.0,7601000000.0
40,CostOfGoodsAndServicesSold,IS,9701000000.0,10382000000.0,10577000000.0,41967000000.0,9831000000.0,10654000000.0,11123000000.0,42795000000.0,10319000000.0,10741000000.0,10888000000.0,42986000000.0,10029000000.0,10184000000.0,10163000000.0,41171000000.0,9279000000.0,9965000000.0,9839000000.0,40345000000.0,8848000000.0,10272000000.0,10205000000.0,40932000000.0,10467000000.0,11490000000.0,10167000000.0,42186000000.0,9904000000.0,11260000000.0,10818000000.0,45500000000.0,9977000000.0,11645000000.0,12397000000.0,46488000000.0,12148000000.0,12434000000.0,13108000000.0,51445000000.0,13560000000.0,14007000000.0,14359000000.0,56744000000.0,14072000000.0,14878000000.0,13726000000.0,57983000000.0,13055000000.0,13490000000.0,,,,,,
41,RetainedEarningsAccumulatedDeficit,BS,12267000000.0,11988000000.0,12150000000.0,12372000000.0,12274000000.0,11626000000.0,11189000000.0,11937000000.0,12277000000.0,12727000000.0,12703000000.0,13211000000.0,13268000000.0,13416000000.0,13694000000.0,14200000000.0,13922000000.0,13988000000.0,14124000000.0,14956000000.0,14922000000.0,14129000000.0,13828000000.0,14238000000.0,14128000000.0,13800000000.0,13023000000.0,13324000000.0,13087000000.0,12616000000.0,13173000000.0,11573000000.0,14123000000.0,14528000000.0,14737000000.0,15434000000.0,16278000000.0,16408000000.0,17265000000.0,18401000000.0,18708000000.0,18876000000.0,19844000000.0,21636000000.0,21977000000.0,21961000000.0,21476000000.0,21600000000.0,20716000000.0,19336000000.0,19839000000.0,16943000000.0,17478000000.0,17068000000.0,17066000000.0,15398000000.0
