,tag,stmt,2009-07-31 00:00:00,2009-10-31 00:00:00,2010-01-31 00:00:00,2010-04-30 00:00:00,2010-07-31 00:00:00,2010-10-31 00:00:00,2011-01-31 00:00:00,2011-04-30 00:00:00,2011-07-31 00:00:00,2011-10-31 00:00:00,2012-01-31 00:00:00,2012-04-30 00:00:00,2012-07-31 00:00:00,2012-10-31 00:00:00,2013-01-31 00:00:00,2013-04-30 00:00:00,2013-07-31 00:00:00,2013-10-31 00:00:00,2014-01-31 00:00:00,2014-04-30 00:00:00,2014-07-31 00:00:00,2014-10-31 00:00:00,2015-01-31 00:00:00,2015-04-30 00:00:00,2015-07-31 00:00:00,2015-10-31 00:00:00,2016-01-31 00:00:00,2016-04-30 00:00:00,2016-07-31 00:00:00,2016-10-31 00:00:00,2017-01-31 00:00:00,2017-04-30 00:00:00,2017-07-31 00:00:00,2017-10-31 00:00:00,2018-01-31 00:00:00,2018-04-30 00:00:00,2018-07-31 00:00:00,2018-10-31 00:00:00,2019-01-31 00:00:00,2019-04-30 00:00:00,2019-07-31 00:00:00,2019-10-31 00:00:00,2020-01-31 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-10-31 00:00:00,2021-01-31 00:00:00,2021-04-30 00:00:00,2021-07-31 00:00:00,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,2022-10-31 00:00:00,2023-01-31 00:00:00,2023-04-30 00:00:00,2023-07-31 00:00:00,2023-10-31 00:00:00,2024-01-31 00:00:00,2024-04-30 00:00:00,2024-07-31 00:00:00
10,InterestExpenseDebt,IS,447000000.0,442000000.0,1787000000.0,455000000.0,477000000.0,500000000.0,1928000000.0,491000000.0,525000000.0,528000000.0,2034000000.0,503000000.0,487000000.0,522000000.0,1977000000.0,507000000.0,522000000.0,527000000.0,2072000000.0,531000000.0,509000000.0,561000000.0,2161000000.0,523000000.0,523000000.0,509000000.0,2027000000.0,499000000.0,509000000.0,528000000.0,2044000000.0,506000000.0,522000000.0,502000000.0,1978000000.0,437000000.0,460000000.0,501000000.0,1975000000.0,588000000.0,558000000.0,547000000.0,2262000000.0,510000000.0,577000000.0,455000000.0,1976000000.0,481000000.0,437000000.0,408000000.0,1674000000.0,372000000.0,395000000.0,499000000.0,1787000000.0,568000000.0,543000000.0,572000000.0,2259000000.0,597000000.0,557000000.0
11,NetIncomeLoss,IS,3442000000.0,3239000000.0,14335000000.0,3324000000.0,3596000000.0,3436000000.0,6056000000.0,3399000000.0,3801000000.0,3336000000.0,5163000000.0,3742000000.0,4016000000.0,3635000000.0,5606000000.0,3784000000.0,4069000000.0,3738000000.0,4431000000.0,3593000000.0,4093000000.0,3711000000.0,4966000000.0,3341000000.0,3475000000.0,3304000000.0,4574000000.0,3079000000.0,3773000000.0,3034000000.0,3757000000.0,3039000000.0,2899000000.0,1749000000.0,2175000000.0,2134000000.0,-861000000.0,1710000000.0,3687000000.0,3842000000.0,3610000000.0,3288000000.0,4141000000.0,3990000000.0,6476000000.0,5135000000.0,13510000000.0,2730000000.0,4276000000.0,3105000000.0,13673000000.0,2054000000.0,5149000000.0,-1798000000.0,11680000000.0,1673000000.0,7891000000.0,453000000.0,15511000000.0,5104000000.0,4501000000.0
12,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,IS,0.0,0.0,-0.02,,,,0.29,-0.01,,-0.01,-0.02,0.0,0.0,0.0,0.0,,,0.0,0.02,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,InterestExpenseLesseeAssetsUnderCapitalLease,IS,68000000.0,68000000.0,278000000.0,67000000.0,65000000.0,69000000.0,277000000.0,71000000.0,75000000.0,72000000.0,288000000.0,70000000.0,68000000.0,68000000.0,274000000.0,67000000.0,67000000.0,65000000.0,263000000.0,61000000.0,61000000.0,115000000.0,300000000.0,320000000.0,44000000.0,64000000.0,521000000.0,86000000.0,79000000.0,81000000.0,323000000.0,92000000.0,91000000.0,81000000.0,352000000.0,93000000.0,94000000.0,92000000.0,371000000.0,85000000.0,83000000.0,86000000.0,337000000.0,,,,,,,,,,,,,,,,,,
14,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IS,3556000000.0,3360000000.0,14927000000.0,3467000000.0,3747000000.0,3590000000.0,5178000000.0,3578000000.0,3937000000.0,3501000000.0,5438000000.0,3894000000.0,4161000000.0,3825000000.0,5876000000.0,,,3870000000.0,4544000000.0,3711000000.0,4089000000.0,3826000000.0,5188000000.0,3283000000.0,3635000000.0,3414000000.0,4748000000.0,,,,14293000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,OperatingIncomeLoss,IS,5882000000.0,5593000000.0,23950000000.0,5772000000.0,6190000000.0,5611000000.0,25542000000.0,5896000000.0,6383000000.0,5878000000.0,26558000000.0,6387000000.0,6698000000.0,6116000000.0,27801000000.0,6456000000.0,6793000000.0,6310000000.0,26872000000.0,6193000000.0,6740000000.0,6265000000.0,27147000000.0,5680000000.0,6069000000.0,5714000000.0,24105000000.0,5275000000.0,6165000000.0,5119000000.0,22764000000.0,5237000000.0,5969000000.0,4764000000.0,20437000000.0,5154000000.0,5750000000.0,4986000000.0,21957000000.0,4945000000.0,5583000000.0,4718000000.0,20568000000.0,5224000000.0,6059000000.0,5778000000.0,22548000000.0,6909000000.0,7354000000.0,5792000000.0,25942000000.0,5318000000.0,6854000000.0,2695000000.0,20428000000.0,6240000000.0,7316000000.0,6202000000.0,27012000000.0,6841000000.0,7940000000.0
16,EarningsPerShareBasic,IS,0.88,0.84,3.71,0.88,1.85,0.95,1.71,0.97,1.09,0.97,1.51,1.1,1.19,1.08,1.68,1.15,1.24,1.15,1.37,1.11,1.27,1.15,1.54,1.03,1.08,1.03,1.44,0.98,1.21,0.98,1.23,1.0,0.96,0.59,0.74,0.72,-0.29,0.58,1.27,1.34,1.27,1.16,1.46,1.41,2.29,1.81,4.77,0.97,1.53,1.11,4.9,0.75,1.88,-0.66,4.29,0.62,2.93,0.17,1.92,0.63,0.56
17,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IS,5409000000.0,5118000000.0,22066000000.0,5301000000.0,5705000000.0,5095000000.0,23538000000.0,5378000000.0,5805000000.0,5343000000.0,24398000000.0,5852000000.0,6193000000.0,5569000000.0,25737000000.0,5926000000.0,6240000000.0,5730000000.0,24656000000.0,5625000000.0,6202000000.0,5609000000.0,24799000000.0,4856000000.0,5526000000.0,5162000000.0,21638000000.0,4714000000.0,5599000000.0,4534000000.0,20497000000.0,4674000000.0,4606000000.0,2879000000.0,15123000000.0,2822000000.0,398000000.0,2576000000.0,11460000000.0,5157000000.0,4913000000.0,4373000000.0,20116000000.0,5396000000.0,8646000000.0,7115000000.0,20564000000.0,3844000000.0,5923000000.0,,,,,,,,,,,,
18,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,IS,-0.01,0.0,-0.02,,,,0.28,-0.01,,-0.01,-0.02,0.0,0.0,0.0,0.0,,,0.01,0.02,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,InvestmentIncomeInterest,IS,42000000.0,35000000.0,181000000.0,51000000.0,57000000.0,53000000.0,201000000.0,44000000.0,22000000.0,65000000.0,162000000.0,38000000.0,50000000.0,43000000.0,187000000.0,44000000.0,36000000.0,12000000.0,119000000.0,24000000.0,32000000.0,20000000.0,113000000.0,19000000.0,24000000.0,21000000.0,81000000.0,24000000.0,22000000.0,24000000.0,100000000.0,35000000.0,38000000.0,42000000.0,152000000.0,43000000.0,51000000.0,59000000.0,217000000.0,48000000.0,56000000.0,44000000.0,189000000.0,43000000.0,23000000.0,25000000.0,121000000.0,30000000.0,37000000.0,44000000.0,158000000.0,36000000.0,31000000.0,84000000.0,254000000.0,107000000.0,148000000.0,145000000.0,546000000.0,114000000.0,114000000.0
20,IncomeLossFromDiscontinuedOperationsNetOfTax,IS,-7000000.0,-7000000.0,-79000000.0,,,,1034000000.0,-28000000.0,-28000000.0,-8000000.0,-67000000.0,0.0,0.0,0.0,0.0,,,15000000.0,144000000.0,15000000.0,270000000.0,0.0,285000000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CostOfRevenue,IS,75153000000.0,73805000000.0,304657000000.0,74703000000.0,77523000000.0,75906000000.0,87158000000.0,78177000000.0,81770000000.0,82591000000.0,92589000000.0,85186000000.0,85657000000.0,85517000000.0,96128000000.0,86027000000.0,87455000000.0,86687000000.0,97971000000.0,86714000000.0,90010000000.0,89247000000.0,99115000000.0,86483000000.0,90056000000.0,87446000000.0,96999000000.0,86544000000.0,89485000000.0,87484000000.0,97743000000.0,87688000000.0,91521000000.0,91547000000.0,102640000000.0,91707000000.0,95571000000.0,93116000000.0,104907000000.0,93034000000.0,97923000000.0,95900000000.0,107748000000.0,102026000000.0,102689000000.0,100339000000.0,420315000000.0,103272000000.0,105183000000.0,105023000000.0,429000000000.0,106847000000.0,115838000000.0,115613000000.0,463721000000.0,115284000000.0,121850000000.0,121183000000.0,490142000000.0,121431000000.0,126810000000.0
22,SalesRevenueNet,IS,100082000000.0,98667000000.0,405046000000.0,99097000000.0,103016000000.0,101239000000.0,115600000000.0,103415000000.0,108638000000.0,109516000000.0,122285000000.0,112272000000.0,113534000000.0,113204000000.0,127104000000.0,113429000000.0,116216000000.0,114876000000.0,128786000000.0,114167000000.0,119336000000.0,118076000000.0,130650000000.0,114002000000.0,119330000000.0,116598000000.0,128684000000.0,114986000000.0,119405000000.0,117176000000.0,129750000000.0,116526000000.0,121949000000.0,122136000000.0,135150000000.0,121630000000.0,127059000000.0,,,,,,,,,,,,,,,,,,,,,,,,
23,IncomeLossFromContinuingOperationsPerBasicShare,IS,0.89,0.84,3.73,0.88,1.85,0.95,4.2,0.98,1.09,0.97,4.56,1.1,1.19,1.08,5.04,,,1.14,1.35,1.1,1.22,1.15,1.54,1.03,1.08,1.03,1.44,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,InterestIncomeExpenseNet,IS,-473000000.0,-475000000.0,-1884000000.0,-471000000.0,-485000000.0,-516000000.0,-2004000000.0,-518000000.0,-578000000.0,-535000000.0,-2160000000.0,-535000000.0,-505000000.0,-547000000.0,-2064000000.0,-530000000.0,-553000000.0,-580000000.0,-2216000000.0,-568000000.0,-538000000.0,-656000000.0,-2348000000.0,-824000000.0,-543000000.0,-552000000.0,-2467000000.0,-561000000.0,-566000000.0,-585000000.0,-2267000000.0,-563000000.0,-575000000.0,-541000000.0,-2178000000.0,-487000000.0,-503000000.0,-534000000.0,-2129000000.0,-625000000.0,-585000000.0,-589000000.0,-2410000000.0,-549000000.0,-635000000.0,-516000000.0,-2194000000.0,-536000000.0,-478000000.0,-442000000.0,-1836000000.0,-419000000.0,-448000000.0,-500000000.0,-1874000000.0,-557000000.0,-494000000.0,-537000000.0,-2137000000.0,-600000000.0,
25,MembershipAndOtherIncome,IS,828000000.0,744000000.0,3168000000.0,751000000.0,710000000.0,713000000.0,2897000000.0,774000000.0,728000000.0,710000000.0,3096000000.0,746000000.0,762000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CurrentIncomeTaxExpenseBenefit,IS,,,7643000000.0,,,,6703000000.0,,,,6742000000.0,,,,7999000000.0,,,,,,,,8504000000.0,,,,7584000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,DeferredIncomeTaxExpenseBenefit,IS,,,-504000000.0,,,,876000000.0,,,,1202000000.0,,,,-18000000.0,,,,,,,,-519000000.0,,,,-1026000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,OtherIncome,IS,,,,,,,,,,,,,,725000000.0,3048000000.0,758000000.0,729000000.0,812000000.0,3218000000.0,793000000.0,789000000.0,925000000.0,3422000000.0,824000000.0,899000000.0,810000000.0,3516000000.0,918000000.0,1449000000.0,1003000000.0,4556000000.0,1016000000.0,1406000000.0,1043000000.0,4582000000.0,1060000000.0,969000000.0,997000000.0,4076000000.0,976000000.0,989000000.0,1010000000.0,4038000000.0,950000000.0,918000000.0,956000000.0,3918000000.0,1151000000.0,1177000000.0,1318000000.0,4992000000.0,1281000000.0,1478000000.0,1344000000.0,5408000000.0,1297000000.0,1352000000.0,1365000000.0,5488000000.0,1570000000.0,1568000000.0
29,GainsLossesOnExtinguishmentOfDebt,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-788000000.0,-1344000000.0,-3136000000.0,,0.0,0.0,0.0,,,,0.0,,,,,,,-2410000000.0,-2410000000.0,,,0.0,0.0,,,,0.0,,
30,UnrealizedGainLossOnInvestments,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1845000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
31,NonoperatingIncomeExpense,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4849000000.0,-1876000000.0,-8368000000.0,837000000.0,-85000000.0,244000000.0,1958000000.0,721000000.0,3222000000.0,1853000000.0,210000000.0,-2529000000.0,-953000000.0,1207000000.0,-3000000000.0,-1998000000.0,238000000.0,-3626000000.0,-1538000000.0,-2995000000.0,3905000000.0,-4750000000.0,-3027000000.0,794000000.0,-1162000000.0
32,RevenueFromContractWithCustomerExcludingAssessedTax,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123897000000.0,137743000000.0,122949000000.0,129388000000.0,126981000000.0,140608000000.0,133672000000.0,136824000000.0,133752000000.0,555233000000.0,137159000000.0,139871000000.0,139207000000.0,567762000000.0,140288000000.0,151381000000.0,151469000000.0,605881000000.0,151004000000.0,160280000000.0,159439000000.0,642637000000.0,159938000000.0,167767000000.0
33,FinanceLeaseInterestExpense,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82000000.0,81000000.0,86000000.0,,85000000.0,78000000.0,78000000.0,,83000000.0,84000000.0,85000000.0,,96000000.0,99000000.0,110000000.0,,117000000.0,122000000.0
34,FinanceLeaseAndFinancingObligationInterestExpense,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339000000.0,,,,320000000.0,,,,341000000.0,,,,424000000.0,,
35,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147000000.0,18696000000.0,2901000000.0,6644000000.0,-1431000000.0,17016000000.0,2688000000.0,10727000000.0,915000000.0,21848000000.0,7035000000.0,6213000000.0
36,InterestIncomeExpenseNonoperatingNet,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-565000000.0
