,tag,stmt,2009-06-30 00:00:00,2009-09-30 00:00:00,2009-12-31 00:00:00,2010-03-31 00:00:00,2010-06-30 00:00:00,2010-09-30 00:00:00,2010-12-31 00:00:00,2011-03-31 00:00:00,2011-06-30 00:00:00,2011-09-30 00:00:00,2011-12-31 00:00:00,2012-03-31 00:00:00,2012-06-30 00:00:00,2012-09-30 00:00:00,2012-12-31 00:00:00,2013-03-31 00:00:00,2013-06-30 00:00:00,2013-09-30 00:00:00,2013-12-31 00:00:00,2014-03-31 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-31 00:00:00,2016-03-31 00:00:00,2016-06-30 00:00:00,2016-09-30 00:00:00,2016-12-31 00:00:00,2017-03-31 00:00:00,2017-06-30 00:00:00,2017-09-30 00:00:00,2017-12-31 00:00:00,2018-03-31 00:00:00,2018-06-30 00:00:00,2018-09-30 00:00:00,2018-12-31 00:00:00,2019-03-31 00:00:00,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,2023-03-31 00:00:00,2023-06-30 00:00:00,2023-09-30 00:00:00,2023-12-31 00:00:00,2024-03-31 00:00:00,2024-06-30 00:00:00
10,GainLossOnDispositionOfAssets,IS,-3000000.0,-1000000.0,-24000000.0,-4000000.0,-1000000.0,14000000.0,6000000.0,,20000000.0,20000000.0,24000000.0,,-2000000.0,-1000000.0,4000000.0,22000000.0,22000000.0,-1000000.0,20000000.0,,2000000.0,2000000.0,-10000000.0,1000000.0,1000000.0,-1000000.0,-1000000.0,4000000.0,-13000000.0,-1000000.0,-7000000.0,2000000.0,-2000000.0,,21000000.0,4000000.0,3000000.0,69000000.0,75000000.0,108000000.0,192000000.0,-4000000.0,691000000.0,54000000.0,38000000.0,108000000.0,202000000.0,2000000.0,112000000.0,169000000.0,277000000.0,1000000.0,1000000.0,2000000.0,6000000.0,,1000000.0,1000000.0,2000000.0,,5000000.0
11,Revenues,IS,17154000000.0,16688000000.0,68281000000.0,15216000000.0,15573000000.0,16967000000.0,16550000000.0,14910000000.0,16543000000.0,17727000000.0,19555000000.0,19383000000.0,20005000000.0,20008000000.0,22302000000.0,18893000000.0,21815000000.0,22130000000.0,23785000000.0,20465000000.0,22045000000.0,23784000000.0,24468000000.0,22149000000.0,24543000000.0,25849000000.0,23573000000.0,22632000000.0,24755000000.0,23898000000.0,23286000000.0,20976000000.0,22739000000.0,24309000000.0,25368000000.0,23382000000.0,24258000000.0,25146000000.0,28341000000.0,22917000000.0,15751000000.0,19980000000.0,17911000000.0,16908000000.0,11807000000.0,14139000000.0,15304000000.0,15217000000.0,16998000000.0,15278000000.0,62286000000.0,13991000000.0,16681000000.0,15956000000.0,66608000000.0,17921000000.0,19751000000.0,18104000000.0,77794000000.0,16569000000.0,16866000000.0
12,InterestAndDebtExpense,IS,80000000.0,92000000.0,339000000.0,122000000.0,132000000.0,130000000.0,516000000.0,130000000.0,123000000.0,121000000.0,498000000.0,119000000.0,112000000.0,115000000.0,463000000.0,99000000.0,96000000.0,95000000.0,386000000.0,92000000.0,81000000.0,79000000.0,333000000.0,61000000.0,75000000.0,67000000.0,275000000.0,73000000.0,73000000.0,81000000.0,306000000.0,87000000.0,93000000.0,87000000.0,360000000.0,102000000.0,109000000.0,106000000.0,475000000.0,123000000.0,154000000.0,203000000.0,722000000.0,262000000.0,553000000.0,643000000.0,2156000000.0,679000000.0,673000000.0,669000000.0,2682000000.0,630000000.0,650000000.0,621000000.0,2533000000.0,649000000.0,621000000.0,589000000.0,2459000000.0,569000000.0,673000000.0
13,OtherNonoperatingIncomeExpense,IS,47000000.0,-4000000.0,-26000000.0,-2000000.0,35000000.0,-13000000.0,52000000.0,13000000.0,14000000.0,49000000.0,47000000.0,12000000.0,10000000.0,17000000.0,62000000.0,9000000.0,13000000.0,19000000.0,56000000.0,9000000.0,11000000.0,-9000000.0,-3000000.0,-12000000.0,15000000.0,-26000000.0,-13000000.0,26000000.0,13000000.0,2000000.0,40000000.0,22000000.0,27000000.0,45000000.0,129000000.0,66000000.0,-15000000.0,12000000.0,92000000.0,106000000.0,107000000.0,121000000.0,438000000.0,112000000.0,94000000.0,119000000.0,447000000.0,190000000.0,199000000.0,30000000.0,551000000.0,181000000.0,253000000.0,288000000.0,1058000000.0,302000000.0,320000000.0,297000000.0,1227000000.0,277000000.0,248000000.0
14,CommonStockDividendsPerShareCashPaid,IS,0.42,0.42,,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.44,0.44,0.44,,0.49,0.485,0.485,,0.73,0.73,0.73,,0.91,0.91,0.91,,1.09,1.09,1.09,,1.42,1.42,1.42,,1.71,1.71,1.71,,,,,,,,,,,,,,,,,,,,,,,
15,NetIncomeLoss,IS,998000000.0,-1564000000.0,1312000000.0,519000000.0,787000000.0,837000000.0,1164000000.0,586000000.0,941000000.0,1098000000.0,1393000000.0,923000000.0,967000000.0,1032000000.0,978000000.0,1106000000.0,1088000000.0,1158000000.0,1233000000.0,965000000.0,1653000000.0,1362000000.0,1466000000.0,1336000000.0,1110000000.0,1704000000.0,1026000000.0,1219000000.0,-234000000.0,2279000000.0,1631000000.0,1451000000.0,1761000000.0,1853000000.0,3132000000.0,2477000000.0,2196000000.0,2363000000.0,3424000000.0,2149000000.0,-2942000000.0,1167000000.0,-1010000000.0,-628000000.0,-2376000000.0,-449000000.0,-8420000000.0,-537000000.0,587000000.0,-109000000.0,-4202000000.0,-1219000000.0,193000000.0,-3275000000.0,-4935000000.0,-414000000.0,-149000000.0,-1636000000.0,-2222000000.0,-343000000.0,-1439000000.0
16,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,IS,0.0,-0.01,-0.03,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CostOfServices,IS,2184000000.0,2165000000.0,8726000000.0,2281000000.0,2384000000.0,2472000000.0,9489000000.0,2510000000.0,2348000000.0,2319000000.0,9097000000.0,2380000000.0,1962000000.0,2089000000.0,8247000000.0,2009000000.0,1995000000.0,1791000000.0,7553000000.0,2020000000.0,1979000000.0,1966000000.0,8132000000.0,2100000000.0,2086000000.0,2191000000.0,8578000000.0,2136000000.0,2044000000.0,1983000000.0,8018000000.0,1888000000.0,1932000000.0,1910000000.0,7631000000.0,1992000000.0,2083000000.0,,,,,,,,,,,,,,,,,,,,,,,,
18,SalesRevenueServicesNet,IS,2858000000.0,2721000000.0,11249000000.0,2900000000.0,2949000000.0,2890000000.0,11720000000.0,3016000000.0,2903000000.0,2820000000.0,11334000000.0,2698000000.0,2664000000.0,2593000000.0,10464000000.0,2575000000.0,2577000000.0,2376000000.0,9831000000.0,2450000000.0,2518000000.0,2406000000.0,10074000000.0,2664000000.0,2620000000.0,2849000000.0,10859000000.0,2747000000.0,2571000000.0,2404000000.0,10172000000.0,2464000000.0,2592000000.0,2484000000.0,10188000000.0,2562000000.0,2693000000.0,,,,,,,,,,,,,,,,,,,,,,,,
19,GrossProfit,IS,3347000000.0,2208000000.0,11741000000.0,3072000000.0,3033000000.0,3221000000.0,12463000000.0,2861000000.0,3343000000.0,3370000000.0,12868000000.0,3314000000.0,3265000000.0,3214000000.0,13054000000.0,3137000000.0,3365000000.0,3456000000.0,13355000000.0,3169000000.0,3375000000.0,3709000000.0,14010000000.0,3653000000.0,3193000000.0,4249000000.0,14026000000.0,3535000000.0,2430000000.0,3994000000.0,13781000000.0,3712000000.0,4351000000.0,4322000000.0,17326000000.0,4558000000.0,4722000000.0,4106000000.0,19637000000.0,4272000000.0,-2059000000.0,3050000000.0,4466000000.0,140000000.0,-1171000000.0,1034000000.0,-5685000000.0,1409000000.0,2410000000.0,1712000000.0,3017000000.0,346000000.0,2122000000.0,-822000000.0,3502000000.0,1923000000.0,1939000000.0,1165000000.0,7724000000.0,1876000000.0,1229000000.0
20,IncomeLossFromContinuingOperations,IS,997000000.0,-1560000000.0,1335000000.0,519000000.0,789000000.0,837000000.0,1166000000.0,588000000.0,942000000.0,1094000000.0,1387000000.0,924000000.0,967000000.0,1034000000.0,978000000.0,1106000000.0,1087000000.0,1160000000.0,1233000000.0,965000000.0,1653000000.0,1362000000.0,1466000000.0,,,,5176000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,OperatingIncomeLoss,IS,1529000000.0,-2151000000.0,2096000000.0,1174000000.0,1307000000.0,1387000000.0,1103000000.0,1000000000.0,1534000000.0,1714000000.0,1597000000.0,1570000000.0,1548000000.0,1564000000.0,1629000000.0,1528000000.0,1716000000.0,1803000000.0,1515000000.0,1542000000.0,1787000000.0,2119000000.0,2025000000.0,2019000000.0,1683000000.0,2580000000.0,1161000000.0,1788000000.0,-419000000.0,2282000000.0,2183000000.0,2024000000.0,2535000000.0,2689000000.0,3030000000.0,2875000000.0,2710000000.0,2227000000.0,4175000000.0,2350000000.0,-3380000000.0,1259000000.0,-2204000000.0,-1353000000.0,-2964000000.0,-401000000.0,-8049000000.0,-83000000.0,1023000000.0,329000000.0,-2902000000.0,-1169000000.0,774000000.0,-2799000000.0,-3547000000.0,-149000000.0,-99000000.0,-808000000.0,-773000000.0,-86000000.0,-1090000000.0
22,EarningsPerShareBasic,IS,1.42,-2.23,1.86,0.71,1.07,1.13,1.57,0.79,1.27,1.47,1.86,1.23,1.28,1.36,1.29,1.45,1.43,1.53,1.63,1.3,2.26,1.88,2.05,1.89,1.61,2.5,1.52,1.85,-0.37,3.64,2.63,2.36,2.93,3.1,5.25,4.19,3.77,4.11,6.0,3.79,-5.21,2.07,-1.79,-1.11,-4.2,-0.79,-14.65,-0.92,1.0,-0.19,-7.15,-2.06,0.32,-5.49,-8.3,-0.69,-0.25,-2.7,-3.67,-0.56,-2.33
23,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IS,1496000000.0,-2247000000.0,1731000000.0,1050000000.0,1210000000.0,1244000000.0,4507000000.0,883000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,IS,0.0,-0.01,-0.03,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CostOfRevenue,IS,13807000000.0,14480000000.0,56540000000.0,12144000000.0,12540000000.0,13746000000.0,-13413000000.0,12049000000.0,13200000000.0,14357000000.0,16261000000.0,16069000000.0,16740000000.0,16794000000.0,19041000000.0,15756000000.0,18450000000.0,18674000000.0,20388000000.0,17296000000.0,18670000000.0,20075000000.0,20711000000.0,18496000000.0,21350000000.0,21600000000.0,20642000000.0,19097000000.0,22325000000.0,19904000000.0,19464000000.0,17264000000.0,18388000000.0,19987000000.0,20427000000.0,18824000000.0,19536000000.0,21040000000.0,22090000000.0,18645000000.0,17810000000.0,16930000000.0,18708000000.0,16768000000.0,12978000000.0,13105000000.0,20992000000.0,13808000000.0,14588000000.0,13566000000.0,59269000000.0,13645000000.0,14559000000.0,16778000000.0,63106000000.0,15998000000.0,17812000000.0,16939000000.0,70070000000.0,14693000000.0,15637000000.0
26,IncomeLossFromContinuingOperationsPerBasicShare,IS,1.42,-2.22,1.89,0.71,1.07,1.13,1.57,0.79,1.27,1.47,1.85,1.23,1.28,1.36,1.29,1.45,1.43,1.53,1.63,1.3,2.26,1.88,2.05,,,,,,,,,,,,,,3.77,,,3.79,-5.21,,,,,,,,,,,,,,,,,,,,
27,FinancingInterestExpense,IS,43000000.0,42000000.0,175000000.0,41000000.0,41000000.0,42000000.0,160000000.0,33000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,69000000.0,18000000.0,16000000.0,15000000.0,62000000.0,12000000.0,11000000.0,10000000.0,43000000.0,9000000.0,9000000.0,7000000.0,32000000.0,7000000.0,6000000.0,7000000.0,28000000.0,,,,,,
28,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,IS,1000000.0,-4000000.0,-23000000.0,,-2000000.0,-2000000.0,-2000000.0,-2000000.0,-1000000.0,4000000.0,6000000.0,-1000000.0,-1000000.0,-2000000.0,-3000000.0,,1000000.0,-2000000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CostSharingCredits,IS,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IS,,,,,,,,,1425000000.0,1642000000.0,5393000000.0,1463000000.0,1446000000.0,1466000000.0,5910000000.0,1438000000.0,1633000000.0,1727000000.0,6232000000.0,1459000000.0,1717000000.0,2031000000.0,7137000000.0,1946000000.0,1623000000.0,2487000000.0,7155000000.0,1741000000.0,-479000000.0,2203000000.0,5568000000.0,1959000000.0,2469000000.0,2647000000.0,10047000000.0,2839000000.0,2586000000.0,2133000000.0,11604000000.0,2333000000.0,-3427000000.0,1177000000.0,-2259000000.0,-1503000000.0,-3423000000.0,-925000000.0,-14476000000.0,-572000000.0,549000000.0,-310000000.0,-5033000000.0,-1618000000.0,377000000.0,-3132000000.0,-5022000000.0,-496000000.0,-400000000.0,-1100000000.0,-2005000000.0,-378000000.0,-1515000000.0
31,FinancialServicesCosts,IS,,,,,,,,,29000000.0,32000000.0,128000000.0,28000000.0,19000000.0,22000000.0,88000000.0,19000000.0,18000000.0,18000000.0,75000000.0,18000000.0,17000000.0,18000000.0,69000000.0,16000000.0,17000000.0,16000000.0,64000000.0,16000000.0,16000000.0,14000000.0,59000000.0,13000000.0,13000000.0,27000000.0,70000000.0,16000000.0,17000000.0,,,,,,,,,,,,,,,,,,,,,,,,
32,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerBasicShare,IS,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerDilutedShare,IS,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ComprehensiveIncomeNetOfTax,IS,,,,,,,,,,,,1329000000.0,1246000000.0,1590000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,DilutedWeightedAverageSharesOutstanding,IS,,,,,,,,,,,,,,,,768700000.0,771800000.0,769100000.0,,754100000.0,740100000.0,731900000.0,,714200000.0,698900000.0,689000000.0,,665800000.0,636300000.0,632700000.0,,621200000.0,609600000.0,606300000.0,,597200000.0,588700000.0,580800000.0,,572400000.0,,569200000.0,,565900000.0,566400000.0,566600000.0,,585400000.0,590200000.0,589000000.0,,591700000.0,596400000.0,596300000.0,,,,,,,
36,IncomeLossfromInvestments,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204000000.0,,,,111000000.0,20000000.0,,-8000000.0,-4000000.0,-2000000.0,-45000000.0,-14000000.0,9000000.0,37000000.0,38000000.0,120000000.0,210000000.0,-20000000.0,17000000.0,-24000000.0,-16000000.0,-27000000.0,44000000.0,28000000.0,46000000.0,67000000.0,7000000.0
37,ProfitLoss,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476000000.0,,,,,,,,-641000000.0,-2395000000.0,-466000000.0,-11941000000.0,-561000000.0,567000000.0,-132000000.0,-4290000000.0,-1242000000.0,160000000.0,-3308000000.0,-5053000000.0,-425000000.0,-149000000.0,-1638000000.0,-2242000000.0,-355000000.0,-1439000000.0
38,NetIncomeLossAttributableToNoncontrollingInterest,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13000000.0,-19000000.0,-17000000.0,-68000000.0,-24000000.0,-20000000.0,-23000000.0,-88000000.0,-23000000.0,-33000000.0,-33000000.0,-118000000.0,-11000000.0,-11000000.0,-2000000.0,-20000000.0,-12000000.0,-12000000.0
39,WeightedAverageNumberOfSharesIssuedDiluted,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602500000.0,605500000.0,607200000.0,,613200000.0,616600000.0
