,tag,stmt,2009-06-30 00:00:00,2009-09-30 00:00:00,2009-12-31 00:00:00,2010-03-31 00:00:00,2010-06-30 00:00:00,2010-09-30 00:00:00,2010-12-31 00:00:00,2011-03-31 00:00:00,2011-06-30 00:00:00,2011-09-30 00:00:00,2011-12-31 00:00:00,2012-03-31 00:00:00,2012-06-30 00:00:00,2012-09-30 00:00:00,2012-12-31 00:00:00,2013-03-31 00:00:00,2013-06-30 00:00:00,2013-09-30 00:00:00,2013-12-31 00:00:00,2014-03-31 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-31 00:00:00,2016-03-31 00:00:00,2016-06-30 00:00:00,2016-09-30 00:00:00,2016-12-31 00:00:00,2017-03-31 00:00:00,2017-06-30 00:00:00,2017-09-30 00:00:00,2017-12-31 00:00:00,2018-03-31 00:00:00,2018-06-30 00:00:00,2018-09-30 00:00:00,2018-12-31 00:00:00,2019-03-31 00:00:00,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,2023-03-31 00:00:00,2023-06-30 00:00:00,2023-09-30 00:00:00,2023-12-31 00:00:00,2024-03-31 00:00:00,2024-06-30 00:00:00
10,Revenues,IS,21655000000.0,21695000000.0,87138000000.0,23193000000.0,23264000000.0,23668000000.0,2000000.0,25432000000.0,25234000000.0,25280000000.0,25916000000.0,27282000000.0,27265000000.0,27302000000.0,28769000000.0,30340000000.0,30408000000.0,30624000000.0,252000000.0,31708000000.0,32574000000.0,32759000000.0,293000000.0,35756000000.0,36263000000.0,41489000000.0,396000000.0,44527000000.0,46485000000.0,46293000000.0,522000000.0,48723000000.0,50053000000.0,50322000000.0,201159000000.0,55188000000.0,56086000000.0,56556000000.0,226247000000.0,60308000000.0,60595000000.0,60351000000.0,242155000000.0,64421000000.0,62138000000.0,65115000000.0,257141000000.0,70196000000.0,71321000000.0,72337000000.0,287597000000.0,80149000000.0,80332000000.0,80894000000.0,324162000000.0,91931000000.0,92903000000.0,92361000000.0,371622000000.0,99796000000.0,98855000000.0
11,InvestmentIncomeInterestAndDividend,IS,153000000.0,140000000.0,592000000.0,173000000.0,149000000.0,136000000.0,2000000.0,182000000.0,160000000.0,170000000.0,654000000.0,172000000.0,178000000.0,145000000.0,680000000.0,203000000.0,195000000.0,163000000.0,252000000.0,191000000.0,250000000.0,172000000.0,293000000.0,146000000.0,214000000.0,170000000.0,396000000.0,183000000.0,193000000.0,191000000.0,522000000.0,222000000.0,256000000.0,247000000.0,1023000000.0,298000000.0,355000000.0,382000000.0,1376000000.0,405000000.0,582000000.0,466000000.0,1886000000.0,365000000.0,341000000.0,351000000.0,1502000000.0,452000000.0,556000000.0,503000000.0,2324000000.0,367000000.0,295000000.0,513000000.0,2030000000.0,798000000.0,1115000000.0,997000000.0,4089000000.0,1011000000.0,997000000.0
12,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,IS,117000000.0,110000000.0,107000000.0,82000000.0,100000000.0,97000000.0,94000000.0,60000000.0,44000000.0,43000000.0,47000000.0,24000000.0,10000000.0,23000000.0,17000000.0,16000000.0,9000000.0,7000000.0,8000000.0,9000000.0,8000000.0,7000000.0,6000000.0,9000000.0,8000000.0,8000000.0,8000000.0,7000000.0,1000000.0,1000000.0,3000000.0,9000000.0,8000000.0,1000000.0,5000000.0,7000000.0,6000000.0,7000000.0,6000000.0,8000000.0,11000000.0,12000000.0,10000000.0,10000000.0,11000000.0,6000000.0,8000000.0,3000000.0,1000000.0,1000000.0,1000000.0,2000000.0,3000000.0,3000000.0,3000000.0,5000000.0,7000000.0,6000000.0,6000000.0,15000000.0,8000000.0
13,WeightedAverageNumberDilutedSharesOutstandingAdjustment,IS,10000000.0,11000000.0,11000000.0,11000000.0,8000000.0,9000000.0,11000000.0,13000000.0,19000000.0,18000000.0,17000000.0,21000000.0,21000000.0,17000000.0,19000000.0,13000000.0,17000000.0,20000000.0,17000000.0,13000000.0,12000000.0,13000000.0,14000000.0,15000000.0,14000000.0,14000000.0,14000000.0,14000000.0,16000000.0,17000000.0,16000000.0,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,20000000.0,17000000.0,14000000.0,14000000.0,15000000.0,13000000.0,11000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0,10000000.0,10000000.0,10000000.0,10000000.0,0.0,7000000.0
14,NetIncomeLoss,IS,859000000.0,1035000000.0,3822000000.0,1191000000.0,1123000000.0,1277000000.0,4634000000.0,1346000000.0,1267000000.0,1271000000.0,1258000000.0,1388000000.0,1337000000.0,1557000000.0,1244000000.0,1192000000.0,1436000000.0,1570000000.0,5625000000.0,1099000000.0,1408000000.0,1602000000.0,5619000000.0,1413000000.0,,1597000000.0,5813000000.0,1611000000.0,1754000000.0,1968000000.0,7017000000.0,2172000000.0,2284000000.0,2485000000.0,10558000000.0,2836000000.0,2922000000.0,3188000000.0,11986000000.0,3467000000.0,3293000000.0,3538000000.0,13839000000.0,3382000000.0,6637000000.0,3172000000.0,15403000000.0,4862000000.0,4266000000.0,4086000000.0,17285000000.0,5027000000.0,5070000000.0,5262000000.0,20120000000.0,5611000000.0,5474000000.0,5841000000.0,22381000000.0,-1409000000.0,4216000000.0
15,SalesRevenueServicesNet,IS,1307000000.0,1336000000.0,5306000000.0,1364000000.0,1413000000.0,1469000000.0,5819000000.0,1598000000.0,1656000000.0,1637000000.0,6613000000.0,1791000000.0,1800000000.0,1824000000.0,7437000000.0,2112000000.0,2244000000.0,2280000000.0,8997000000.0,2404000000.0,2447000000.0,2535000000.0,10151000000.0,2706000000.0,2865000000.0,3036000000.0,11922000000.0,3140000000.0,3269000000.0,3264000000.0,13236000000.0,3434000000.0,3797000000.0,3858000000.0,15317000000.0,4104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
16,CostsAndExpenses,IS,20215000000.0,20019000000.0,80779000000.0,21177000000.0,21363000000.0,21523000000.0,487000000.0,23211000000.0,23135000000.0,23210000000.0,23842000000.0,24965000000.0,25039000000.0,24692000000.0,26668000000.0,28201000000.0,28007000000.0,27993000000.0,609000000.0,29654000000.0,30022000000.0,29856000000.0,555000000.0,33116000000.0,33368000000.0,38471000000.0,700000000.0,41567000000.0,43282000000.0,42713000000.0,973000000.0,45310000000.0,46322000000.0,46234000000.0,185950000000.0,51135000000.0,51882000000.0,51966000000.0,208903000000.0,55476000000.0,55851000000.0,55337000000.0,222470000000.0,59425000000.0,52897000000.0,60464000000.0,234736000000.0,63457000000.0,65343000000.0,66625000000.0,263627000000.0,73199000000.0,73200000000.0,73432000000.0,295727000000.0,83845000000.0,84846000000.0,83835000000.0,339264000000.0,91865000000.0,90980000000.0
17,OperatingIncomeLoss,IS,1440000000.0,1676000000.0,6359000000.0,2016000000.0,1901000000.0,2145000000.0,1802000000.0,2221000000.0,2099000000.0,2070000000.0,2074000000.0,2317000000.0,2226000000.0,2610000000.0,2101000000.0,2139000000.0,2401000000.0,2631000000.0,2452000000.0,2054000000.0,2552000000.0,2903000000.0,10274000000.0,2640000000.0,2895000000.0,3018000000.0,11021000000.0,2960000000.0,3203000000.0,3580000000.0,12930000000.0,3413000000.0,3731000000.0,4088000000.0,15209000000.0,4053000000.0,4204000000.0,4590000000.0,17344000000.0,4832000000.0,4744000000.0,5014000000.0,19685000000.0,4996000000.0,9241000000.0,4651000000.0,22405000000.0,6739000000.0,5978000000.0,5712000000.0,23970000000.0,6950000000.0,7132000000.0,7462000000.0,28435000000.0,8086000000.0,8057000000.0,8526000000.0,32358000000.0,7931000000.0,7875000000.0
18,EarningsPerShareBasic,IS,0.73,0.9,3.27,1.04,1.0,1.15,0.95,1.24,1.18,1.19,1.19,1.34,1.3,1.52,1.22,1.17,1.42,1.56,1.43,1.12,1.44,1.65,5.78,1.48,1.66,1.68,6.1,1.69,1.84,2.07,7.37,2.28,2.37,2.57,10.95,2.94,3.04,3.31,12.45,3.62,3.47,3.73,14.55,3.56,6.99,3.34,16.23,5.14,4.52,4.33,18.33,5.34,5.41,5.63,21.47,6.01,5.89,6.31,24.12,-1.53,4.58
19,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IS,1301000000.0,1539000000.0,5808000000.0,1891000000.0,1782000000.0,2026000000.0,-485000000.0,2103000000.0,1980000000.0,1941000000.0,7959000000.0,2169000000.0,2073000000.0,2452000000.0,8622000000.0,1961000000.0,2225000000.0,2453000000.0,-357000000.0,1894000000.0,2397000000.0,2751000000.0,-262000000.0,2490000000.0,2744000000.0,2789000000.0,-304000000.0,2701000000.0,2932000000.0,3311000000.0,-451000000.0,3130000000.0,3430000000.0,3794000000.0,14023000000.0,3724000000.0,3860000000.0,4237000000.0,15944000000.0,4432000000.0,4326000000.0,4565000000.0,17981000000.0,4559000000.0,8811000000.0,4256000000.0,20742000000.0,6342000000.0,5568000000.0,,,,,,,,,,,,
20,InterestExpense,IS,139000000.0,137000000.0,551000000.0,125000000.0,119000000.0,119000000.0,-433000000.0,118000000.0,119000000.0,129000000.0,505000000.0,148000000.0,153000000.0,158000000.0,632000000.0,178000000.0,176000000.0,178000000.0,618000000.0,160000000.0,155000000.0,152000000.0,554000000.0,150000000.0,151000000.0,229000000.0,717000000.0,259000000.0,271000000.0,269000000.0,995000000.0,283000000.0,301000000.0,294000000.0,1186000000.0,329000000.0,344000000.0,353000000.0,1400000000.0,400000000.0,418000000.0,449000000.0,1704000000.0,437000000.0,430000000.0,395000000.0,1663000000.0,397000000.0,410000000.0,422000000.0,1660000000.0,433000000.0,467000000.0,516000000.0,2092000000.0,754000000.0,828000000.0,834000000.0,3246000000.0,844000000.0,985000000.0
21,PolicyholderBenefitsAndClaimsIncurredHealthCare,IS,,,,17170000000.0,17221000000.0,17192000000.0,68841000000.0,18725000000.0,18578000000.0,18408000000.0,74332000000.0,19939000000.0,20013000000.0,19471000000.0,80226000000.0,22569000000.0,22173000000.0,22044000000.0,89290000000.0,23208000000.0,23523000000.0,23092000000.0,93257000000.0,25689000000.0,26026000000.0,25618000000.0,103875000000.0,28430000000.0,29872000000.0,29040000000.0,117038000000.0,32079000000.0,32549000000.0,32201000000.0,130036000000.0,35863000000.0,36427000000.0,36158000000.0,145403000000.0,38939000000.0,39184000000.0,39041000000.0,156440000000.0,41000000000.0,34678000000.0,41636000000.0,159396000000.0,44904000000.0,46546000000.0,47302000000.0,186911000000.0,52523000000.0,52093000000.0,52635000000.0,210842000000.0,59845000000.0,60268000000.0,59550000000.0,241894000000.0,,
22,CommonStockDividendsPerShareCashPaid,IS,,,,,0.155,0.125,0.405,0.125,0.1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CommonStockDividendsPerShareDeclared,IS,,,,,,,,,,,0.6125,0.1625,0.2125,0.2125,0.8,0.2125,0.28,0.28,1.0525,0.28,0.375,0.375,1.405,0.375,0.5,0.5,1.875,0.5,0.625,0.625,2.375,0.625,0.75,0.75,2.875,0.75,0.9,,,,,,,,,,,,,,,,,,,,,,,,
24,ProfitLoss,IS,,,,,,,,,,,,,,,,1240000000.0,1436000000.0,1570000000.0,1427000000.0,1099000000.0,1408000000.0,1602000000.0,5619000000.0,,1585000000.0,1618000000.0,5868000000.0,1627000000.0,1760000000.0,1978000000.0,7073000000.0,2191000000.0,2350000000.0,2561000000.0,10823000000.0,2924000000.0,3010000000.0,3284000000.0,12382000000.0,3557000000.0,3385000000.0,3629000000.0,14239000000.0,3465000000.0,6696000000.0,3256000000.0,15769000000.0,4978000000.0,4372000000.0,4191000000.0,17732000000.0,5148000000.0,5199000000.0,5384000000.0,20639000000.0,5774000000.0,5657000000.0,6038000000.0,23144000000.0,-1221000000.0,4421000000.0
25,NetIncomeLossAttributableToNoncontrollingInterest,IS,,,,,,,,,,,,,,,,48000000.0,0.0,0.0,48000000.0,0.0,0.0,0.0,0.0,,,21000000.0,55000000.0,16000000.0,6000000.0,10000000.0,56000000.0,19000000.0,66000000.0,76000000.0,265000000.0,88000000.0,88000000.0,96000000.0,396000000.0,90000000.0,92000000.0,91000000.0,400000000.0,83000000.0,59000000.0,84000000.0,366000000.0,116000000.0,106000000.0,105000000.0,447000000.0,121000000.0,129000000.0,122000000.0,519000000.0,163000000.0,183000000.0,197000000.0,763000000.0,188000000.0,205000000.0
26,SalesRevenuesServicesNet,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4269000000.0,4217000000.0,17183000000.0,4318000000.0,4496000000.0,4942000000.0,18973000000.0,4985000000.0,4156000000.0,5124000000.0,20016000000.0,,,,,,,,,,,,,,
27,CostOfGoodsAndServicesSold,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6471000000.0,6718000000.0,26998000000.0,7381000000.0,7598000000.0,6627000000.0,28117000000.0,7687000000.0,7501000000.0,7935000000.0,30745000000.0,7572000000.0,7660000000.0,7802000000.0,31034000000.0,8487000000.0,8596000000.0,8306000000.0,33703000000.0,9405000000.0,9748000000.0,9423000000.0,38770000000.0,11056000000.0,11340000000.0
28,SalesRevenueProductsNet,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7004000000.0,7344000000.0,29601000000.0,8072000000.0,8353000000.0,7546000000.0,31597000000.0,8431000000.0,8247000000.0,8777000000.0,34145000000.0,,,,,,,,,,,,,,
29,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290000000.0,22310000000.0,6517000000.0,6665000000.0,6946000000.0,26343000000.0,7332000000.0,7229000000.0,7692000000.0,29112000000.0,1000000.0,5665000000.0
30,GainLossOnSaleOfBusiness,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7086000000.0,
31,LossOnSaleOfSubsidiaryAndSubsidiariesHeldForSale,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1225000000.0
