,tag,stmt,2009-07-31 00:00:00,2009-10-31 00:00:00,2010-01-31 00:00:00,2010-04-30 00:00:00,2010-07-31 00:00:00,2010-10-31 00:00:00,2011-01-31 00:00:00,2011-04-30 00:00:00,2011-07-31 00:00:00,2011-10-31 00:00:00,2012-01-31 00:00:00,2012-04-30 00:00:00,2012-07-31 00:00:00,2012-10-31 00:00:00,2013-01-31 00:00:00,2013-04-30 00:00:00,2013-07-31 00:00:00,2013-10-31 00:00:00,2014-01-31 00:00:00,2014-04-30 00:00:00,2014-07-31 00:00:00,2014-10-31 00:00:00,2015-01-31 00:00:00,2015-04-30 00:00:00,2015-07-31 00:00:00,2015-10-31 00:00:00,2016-01-31 00:00:00,2016-04-30 00:00:00,2016-07-31 00:00:00,2016-10-31 00:00:00,2017-01-31 00:00:00,2017-04-30 00:00:00,2017-07-31 00:00:00,2017-10-31 00:00:00,2018-01-31 00:00:00,2018-04-30 00:00:00,2018-07-31 00:00:00,2018-10-31 00:00:00,2019-01-31 00:00:00,2019-04-30 00:00:00,2019-07-31 00:00:00,2019-10-31 00:00:00,2020-01-31 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-10-31 00:00:00,2021-01-31 00:00:00,2021-04-30 00:00:00,2021-07-31 00:00:00,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,2022-10-31 00:00:00,2023-01-31 00:00:00,2023-04-30 00:00:00,2023-07-31 00:00:00,2023-10-31 00:00:00,2024-01-31 00:00:00,2024-04-30 00:00:00,2024-07-31 00:00:00
14,EarningsPerShareBasic,IS,0.66,0.41,1.58,0.43,0.72,0.51,2.03,0.51,0.87,0.61,2.49,0.68,1.02,0.64,0.69,0.84,1.25,0.96,0.73,1.01,1.52,1.16,1.06,1.22,1.74,1.36,1.17,1.45,1.98,1.61,1.45,1.68,2.26,1.85,1.53,2.09,3.06,2.53,2.1,2.28,3.18,2.54,2.29,2.09,4.04,3.2,11.98,3.87,4.54,3.94,15.59,4.11,5.06,4.25,16.74,3.83,4.66,3.83,15.16,3.64,4.61
15,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IS,1672000000.0,1099000000.0,3982000000.0,1116000000.0,1901000000.0,1306000000.0,5273000000.0,1283000000.0,2148000000.0,,6068000000.0,1630000000.0,2418000000.0,1583000000.0,7221000000.0,1933000000.0,2846000000.0,2105000000.0,8467000000.0,2186000000.0,3257000000.0,2440000000.0,9976000000.0,2404000000.0,3563000000.0,2741000000.0,11021000000.0,2840000000.0,3875000000.0,3084000000.0,12491000000.0,3108000000.0,4214000000.0,3433000000.0,13698000000.0,3142000000.0,4655000000.0,3646000000.0,14556000000.0,3324000000.0,4613000000.0,3667000000.0,14715000000.0,2969000000.0,5730000000.0,4523000000.0,16978000000.0,5448000000.0,6318000000.0,,,,,,,,,,,,
16,CostOfRevenue,IS,12683000000.0,10800000000.0,43764000000.0,11069000000.0,12828000000.0,10913000000.0,44693000000.0,10995000000.0,13356000000.0,11365000000.0,46133000000.0,11625000000.0,13544000000.0,11863000000.0,48912000000.0,12445000000.0,14801000000.0,12672000000.0,51422000000.0,12802000000.0,15650000000.0,13331000000.0,54222000000.0,13712000000.0,16464000000.0,14254000000.0,58254000000.0,14971000000.0,17545000000.0,15112000000.0,62282000000.0,15733000000.0,18647000000.0,16378000000.0,66548000000.0,16330000000.0,20098000000.0,17151000000.0,71043000000.0,17364000000.0,20407000000.0,17836000000.0,72653000000.0,18635000000.0,25112000000.0,22080000000.0,87257000000.0,24758000000.0,27453000000.0,24257000000.0,100325000000.0,25763000000.0,29309000000.0,25648000000.0,104625000000.0,24700000000.0,28759000000.0,24972000000.0,101709000000.0,23985000000.0,28759000000.0
17,InterestExpense,IS,167000000.0,168000000.0,676000000.0,142000000.0,151000000.0,146000000.0,530000000.0,141000000.0,149000000.0,162000000.0,606000000.0,156000000.0,155000000.0,155000000.0,632000000.0,164000000.0,174000000.0,191000000.0,711000000.0,191000000.0,208000000.0,218000000.0,830000000.0,197000000.0,233000000.0,247000000.0,919000000.0,244000000.0,236000000.0,246000000.0,972000000.0,254000000.0,265000000.0,269000000.0,1057000000.0,261000000.0,272000000.0,249000000.0,1051000000.0,288000000.0,302000000.0,302000000.0,1201000000.0,324000000.0,346000000.0,340000000.0,1347000000.0,339000000.0,326000000.0,341000000.0,1347000000.0,372000000.0,381000000.0,413000000.0,1617000000.0,474000000.0,469000000.0,487000000.0,1943000000.0,485000000.0,
18,OtherNonoperatingIncomeExpense,IS,,,-163000000.0,-51000000.0,-51000000.0,-51000000.0,-51000000.0,,,0.0,0.0,67000000.0,0.0,0.0,67000000.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,IS,,,0.02,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,IncomeLossFromContinuingOperations,IS,,,2620000000.0,,,,587000000.0,,,,774000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,IS,,,0.02,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,IncomeLossFromDiscontinuedOperationsNetOfTax,IS,,,41000000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,IncomeLossFromContinuingOperationsPerBasicShare,IS,,,1.56,,,,0.36,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,IncomeLossFromContinuingOperationsPerDilutedShare,IS,,,1.55,,,,0.36,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SalesRevenueNet,IS,,,,,,,15126000000.0,16823000000.0,20232000000.0,17326000000.0,16014000000.0,17808000000.0,20570000000.0,18130000000.0,18246000000.0,19124000000.0,22522000000.0,19470000000.0,17696000000.0,19687000000.0,23811000000.0,20516000000.0,19162000000.0,20891000000.0,24829000000.0,21819000000.0,20980000000.0,22762000000.0,26472000000.0,23154000000.0,22207000000.0,23887000000.0,28108000000.0,25026000000.0,23883000000.0,24947000000.0,30463000000.0,,,,,,,,,,,,,,,,,,,,,,,,
26,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IS,,,,,,,,,,1457000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5469000000.0,21737000000.0,5560000000.0,6831000000.0,5742000000.0,22477000000.0,5110000000.0,6161000000.0,4968000000.0,19924000000.0,4651000000.0,6045000000.0
27,NonoperatingIncomeExpense,IS,,,,,,,,,,-158000000.0,-593000000.0,-84000000.0,-151000000.0,-150000000.0,-545000000.0,-161000000.0,-172000000.0,-188000000.0,-699000000.0,-91000000.0,-191000000.0,-113000000.0,-493000000.0,-193000000.0,-84000000.0,-240000000.0,-753000000.0,-237000000.0,-228000000.0,-236000000.0,-936000000.0,-241000000.0,-249000000.0,-247000000.0,-983000000.0,-239000000.0,-246000000.0,-224000000.0,-974000000.0,-273000000.0,-283000000.0,-280000000.0,-1128000000.0,-307000000.0,-337000000.0,-329000000.0,-1300000000.0,-333000000.0,-321000000.0,-326000000.0,-1303000000.0,-369000000.0,-379000000.0,-406000000.0,-1562000000.0,-441000000.0,-428000000.0,-438000000.0,-1765000000.0,-428000000.0,-489000000.0
28,InterestDividendAndInvestmentIncome,IS,,,,,,,,,,,,,,,,,,,,,17000000.0,105000000.0,337000000.0,4000000.0,149000000.0,7000000.0,166000000.0,7000000.0,8000000.0,10000000.0,36000000.0,,,,74000000.0,,,,93000000.0,,,,73000000.0,,,,47000000.0,,,,44000000.0,,,,55000000.0,,,,,,
29,RevenueFromContractWithCustomerExcludingAssessedTax,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26302000000.0,26491000000.0,26381000000.0,30839000000.0,27223000000.0,25782000000.0,28260000000.0,38053000000.0,33536000000.0,132110000000.0,37500000000.0,41118000000.0,36820000000.0,151157000000.0,38908000000.0,43792000000.0,38872000000.0,157403000000.0,37257000000.0,42916000000.0,37710000000.0,152669000000.0,36418000000.0,43175000000.0
30,ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247000000.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,
31,OtherExpenses,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000000.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,
32,InterestExpenseNonoperating,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573000000.0
