,tag,stmt,31_03_2010,30_06_2010,30_09_2010,31_12_2010,31_03_2011,30_06_2011,30_09_2011,31_12_2011,31_03_2012,30_06_2012,30_09_2012,31_12_2012,31_03_2013,30_06_2013,30_09_2013,31_12_2013,31_03_2014,30_06_2014,30_09_2014,31_12_2014,31_03_2015,30_06_2015,30_09_2015,31_12_2015,31_03_2016,30_06_2016,30_09_2016,31_12_2016,31_03_2017,30_06_2017,30_09_2017,31_12_2017,31_03_2018,30_06_2018,30_09_2018,31_12_2018,31_03_2019,30_06_2019,30_09_2019,31_12_2019,31_03_2020,30_06_2020,30_09_2020,31_12_2020,31_03_2021,30_06_2021,30_09_2021,31_12_2021,31_03_2022,30_06_2022,30_09_2022,31_12_2022,31_03_2023,30_06_2023,30_09_2023,31_12_2023
10,CashAndCashEquivalentsAtCarryingValue,CF,13743000000.0,12713000000.0,14338000000.0,19355000000.0,22356000000.0,14974000000.0,15617000000.0,24542000000.0,30267000000.0,14042000000.0,15486000000.0,14911000000.0,14855000000.0,17307000000.0,17204000000.0,20927000000.0,19722000000.0,14236000000.0,13818000000.0,14523000000.0,11988000000.0,10639000000.0,13639000000.0,13732000000.0,13861000000.0,18640000000.0,18205000000.0,18972000000.0,20909000000.0,12598000000.0,15721000000.0,17824000000.0,14639000000.0,17569000000.0,16056000000.0,18107000000.0,14734000000.0,14376000000.0,,,,,,,,,,,,,,,,,,
11,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,CF,-1651000000.0,-1719000000.0,-1552000000.0,20000000.0,-1127000000.0,-444000000.0,-100000000.0,493000000.0,-1331000000.0,899000000.0,1220000000.0,2768000000.0,-1459000000.0,-715000000.0,589000000.0,1821000000.0,-1004000000.0,-595000000.0,-827000000.0,955000000.0,-2451000000.0,-2203000000.0,-1558000000.0,-3000000.0,-2333000000.0,-1047000000.0,-1220000000.0,656000000.0,-2030000000.0,-1201000000.0,339000000.0,2725000000.0,-1686000000.0,-49000000.0,731000000.0,3951000000.0,-1833000000.0,-444000000.0,2273000000.0,4060000000.0,-2523000000.0,-2319000000.0,-119000000.0,5141000000.0,-2336000000.0,-4050000000.0,182000000.0,2437000000.0,-2817000000.0,-1170000000.0,141000000.0,1098000000.0,-2572000000.0,-1061000000.0,664000000.0,2346000000.0
12,ShareBasedCompensation,CF,157000000.0,305000000.0,474000000.0,614000000.0,152000000.0,339000000.0,484000000.0,621000000.0,173000000.0,369000000.0,515000000.0,662000000.0,194000000.0,423000000.0,584000000.0,728000000.0,198000000.0,440000000.0,646000000.0,792000000.0,204000000.0,474000000.0,677000000.0,874000000.0,205000000.0,479000000.0,704000000.0,878000000.0,229000000.0,522000000.0,758000000.0,962000000.0,268000000.0,580000000.0,822000000.0,978000000.0,258000000.0,572000000.0,817000000.0,977000000.0,263000000.0,589000000.0,845000000.0,1005000000.0,307000000.0,661000000.0,920000000.0,1135000000.0,278000000.0,644000000.0,925000000.0,1138000000.0,306000000.0,688000000.0,984000000.0,1162000000.0
13,ProfitLossPercentageIncreaseDecrease,UN,0.29,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,IncreaseDecreaseInOtherOperatingLiabilities,CF,696000000.0,218000000.0,495000000.0,87000000.0,1111000000.0,1199000000.0,1746000000.0,4413000000.0,89000000.0,-1136000000.0,-1151000000.0,-2555000000.0,-192000000.0,56000000.0,1242000000.0,298000000.0,-428000000.0,-117000000.0,751000000.0,-1096000000.0,1021000000.0,1036000000.0,1486000000.0,2159000000.0,-385000000.0,-866000000.0,-1388000000.0,-1133000000.0,420000000.0,322000000.0,-318000000.0,8979000000.0,595000000.0,-166000000.0,-1157000000.0,-1844000000.0,-168000000.0,-55000000.0,2043000000.0,1425000000.0,-329000000.0,-829000000.0,581000000.0,744000000.0,-902000000.0,-1150000000.0,-1938000000.0,-1061000000.0,110000000.0,-2456000000.0,-4008000000.0,-1979000000.0,6328000000.0,3407000000.0,2260000000.0,5588000000.0
15,CommonStockSharesAuthorized,BS,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0,4320000000.0
16,SellingGeneralAndAdministrativeExpense,IS,4779000000.0,4756000000.0,4709000000.0,19424000000.0,,,,20969000000.0,5015000000.0,4965000000.0,5228000000.0,20869000000.0,5223000000.0,5376000000.0,5314000000.0,21830000000.0,5183000000.0,5481000000.0,5468000000.0,21954000000.0,4847000000.0,5384000000.0,5081000000.0,21203000000.0,4688000000.0,5176000000.0,4772000000.0,19945000000.0,4737000000.0,5262000000.0,5396000000.0,21420000000.0,5263000000.0,5743000000.0,5543000000.0,22540000000.0,5219000000.0,5546000000.0,5374000000.0,22178000000.0,5203000000.0,4993000000.0,5431000000.0,22084000000.0,5432000000.0,6073000000.0,6000000000.0,24659000000.0,5938000000.0,6226000000.0,6089000000.0,24765000000.0,6138000000.0,6665000000.0,5400000000.0,21512000000.0
17,NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed,CF,772000000.0,871000000.0,1269000000.0,1269000000.0,2049000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CashAndCashEquivalentsPeriodIncreaseDecrease,CF,-2067000000.0,-3097000000.0,-1472000000.0,3545000000.0,3001000000.0,-4381000000.0,-3738000000.0,5187000000.0,5725000000.0,-10500000000.0,-9056000000.0,-9631000000.0,-56000000.0,2396000000.0,2293000000.0,6016000000.0,-1205000000.0,-6691000000.0,-7109000000.0,-6404000000.0,-2535000000.0,-3884000000.0,-884000000.0,-791000000.0,129000000.0,4908000000.0,4473000000.0,5240000000.0,1937000000.0,-6374000000.0,-3251000000.0,-1148000000.0,-3185000000.0,-255000000.0,-1768000000.0,283000000.0,-3373000000.0,-3731000000.0,,,,,,,,,,,,,,,,,,
19,PropertyPlantAndEquipmentNet,BS,14277000000.0,13881000000.0,14360000000.0,14553000000.0,15084000000.0,14974000000.0,14635000000.0,14739000000.0,14824000000.0,15622000000.0,15845000000.0,16097000000.0,15721000000.0,15794000000.0,16127000000.0,16710000000.0,15996000000.0,16155000000.0,15804000000.0,16126000000.0,15364000000.0,15583000000.0,15551000000.0,15905000000.0,15964000000.0,15972000000.0,16095000000.0,15912000000.0,16191000000.0,16458000000.0,16628000000.0,17005000000.0,17040000000.0,16632000000.0,16629000000.0,17035000000.0,17000000000.0,17248000000.0,17048000000.0,17658000000.0,17401000000.0,17598000000.0,17855000000.0,18766000000.0,18367000000.0,18632000000.0,18478000000.0,18962000000.0,18701000000.0,18354000000.0,18152000000.0,19803000000.0,20174000000.0,20576000000.0,18821000000.0,19898000000.0
20,OtherLiabilitiesNoncurrent,BS,6043000000.0,6359000000.0,6226000000.0,6567000000.0,7001000000.0,7227000000.0,7473000000.0,10631000000.0,10538000000.0,9487000000.0,9207000000.0,8552000000.0,8197000000.0,8569000000.0,8895000000.0,7854000000.0,7271000000.0,7373000000.0,7758000000.0,8034000000.0,8604000000.0,8973000000.0,9303000000.0,10241000000.0,9749000000.0,10062000000.0,9414000000.0,9536000000.0,9526000000.0,10117000000.0,9102000000.0,9017000000.0,8876000000.0,9281000000.0,8538000000.0,8589000000.0,8928000000.0,10102000000.0,11381000000.0,11734000000.0,10944000000.0,11034000000.0,12149000000.0,11944000000.0,11941000000.0,12724000000.0,11177000000.0,10686000000.0,10497000000.0,10524000000.0,9918000000.0,10437000000.0,14421000000.0,14582000000.0,13562000000.0,13398000000.0
21,WeightedAverageNumberOfSharesOutstandingBasic,IS,2755400000.0,2756600000.0,2751600000.0,2751400000.0,,,,2736000000.0,2736900000.0,2747400000.0,2757400000.0,2753300000.0,2790200000.0,2809700000.0,2818400000.0,2809200000.0,2826800000.0,2826400000.0,2814400000.0,2815200000.0,2782600000.0,2772300000.0,2768400000.0,2771800000.0,2757200000.0,2745400000.0,2731600000.0,2737300000.0,2706600000.0,2691900000.0,2684600000.0,2692000000.0,2682200000.0,2682300000.0,2683200000.0,2681500000.0,2660800000.0,2652500000.0,2635200000.0,2645100000.0,2633700000.0,2632900000.0,2632500000.0,2632800000.0,2631600000.0,2632500000.0,2632600000.0,2632100000.0,2629200000.0,2629600000.0,2627900000.0,2625200000.0,2605500000.0,2598400000.0,2522900000.0,2533500000.0
22,CostOfGoodsSoldPercentageIncreaseDecrease,UN,0.29,-0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PaymentsToAcquirePropertyPlantAndEquipment,CF,397000000.0,897000000.0,1425000000.0,2384000000.0,436000000.0,1054000000.0,1765000000.0,2893000000.0,502000000.0,1100000000.0,1782000000.0,2934000000.0,586000000.0,1357000000.0,2166000000.0,3595000000.0,630000000.0,1467000000.0,2218000000.0,3714000000.0,543000000.0,1308000000.0,2097000000.0,3463000000.0,639000000.0,1396000000.0,2133000000.0,3226000000.0,560000000.0,1249000000.0,2039000000.0,3279000000.0,658000000.0,1533000000.0,2352000000.0,3670000000.0,656000000.0,1493000000.0,2238000000.0,3498000000.0,625000000.0,1287000000.0,2024000000.0,3347000000.0,677000000.0,1490000000.0,2237000000.0,3652000000.0,607000000.0,1470000000.0,2422000000.0,4009000000.0,863000000.0,1987000000.0,2954000000.0,4543000000.0
24,NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed,CF,-36000000.0,38000000.0,52000000.0,52000000.0,196000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,InvestmentIncomeInterestPercentageIncreaseDecrease,UN,-0.002,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,NetCashProvidedByUsedInInvestingActivities,CF,-1882000000.0,-4575000000.0,-6450000000.0,-7854000000.0,1440000000.0,-9260000000.0,-10850000000.0,-4612000000.0,4056000000.0,-13405000000.0,-2007000000.0,-4510000000.0,-1403000000.0,-1972000000.0,-3525000000.0,-5103000000.0,-2026000000.0,-10118000000.0,-9383000000.0,-12305000000.0,-1789000000.0,-5343000000.0,-6344000000.0,-7735000000.0,-1537000000.0,-215000000.0,-2587000000.0,-4761000000.0,-936000000.0,-13183000000.0,-14363000000.0,-14868000000.0,-925000000.0,-1126000000.0,-5395000000.0,-3167000000.0,-1417000000.0,-3205000000.0,-4850000000.0,-6194000000.0,-581000000.0,-8103000000.0,-12922000000.0,-20825000000.0,-185000000.0,-604000000.0,-3323000000.0,-8683000000.0,-3634000000.0,-6273000000.0,-7974000000.0,-12371000000.0,3315000000.0,-461000000.0,2080000000.0,878000000.0
27,AccountsReceivableNetCurrent,BS,10018000000.0,9629000000.0,10290000000.0,9774000000.0,10861000000.0,10982000000.0,10552000000.0,10581000000.0,10982000000.0,10992000000.0,11175000000.0,11309000000.0,11515000000.0,11614000000.0,12027000000.0,11713000000.0,12116000000.0,12257000000.0,11615000000.0,10985000000.0,11533000000.0,11968000000.0,11366000000.0,10734000000.0,11406000000.0,12062000000.0,11798000000.0,11699000000.0,12300000000.0,13283000000.0,13155000000.0,13490000000.0,14166000000.0,14111000000.0,14048000000.0,14098000000.0,14115000000.0,14653000000.0,14801000000.0,14481000000.0,14874000000.0,14645000000.0,14579000000.0,13576000000.0,14938000000.0,14871000000.0,14911000000.0,15283000000.0,15594000000.0,16139000000.0,15890000000.0,16160000000.0,16350000000.0,16777000000.0,14798000000.0,14873000000.0
28,ProfitLoss,CF,4526000000.0,3449000000.0,3417000000.0,13334000000.0,3476000000.0,2776000000.0,3202000000.0,9672000000.0,3910000000.0,1408000000.0,2629000000.0,10514000000.0,3497000000.0,7330000000.0,2982000000.0,13831000000.0,,,,16323000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,RepaymentsOfLongTermDebt,CF,8000000.0,12000000.0,21000000.0,32000000.0,3000000.0,5000000.0,12000000.0,16000000.0,30000000.0,10000000.0,796000000.0,804000000.0,1000000.0,1504000000.0,1531000000.0,1593000000.0,21000000.0,1777000000.0,1787000000.0,1844000000.0,16000000.0,21000000.0,27000000.0,68000000.0,14000000.0,936000000.0,953000000.0,2223000000.0,2000000.0,15000000.0,1024000000.0,1777000000.0,8000000.0,9000000.0,910000000.0,1555000000.0,1002000000.0,1005000000.0,1008000000.0,2823000000.0,11000000.0,11000000.0,562000000.0,1064000000.0,1001000000.0,1451000000.0,1452000000.0,1802000000.0,2132000000.0,2132000000.0,2133000000.0,2134000000.0,500000000.0,501000000.0,502000000.0,1551000000.0
30,AvailableForSaleSecuritiesCurrent,BS,4267000000.0,6188000000.0,7788000000.0,8303000000.0,4511000000.0,14708000000.0,15310000000.0,7719000000.0,3580000000.0,2873000000.0,4285000000.0,6178000000.0,6813000000.0,7822000000.0,8024000000.0,8279000000.0,9670000000.0,17388000000.0,19187000000.0,18566000000.0,,,,24644000000.0,,,,22935000000.0,,,,472000000.0,,,,1580000000.0,,,,1982000000.0,,,,11200000000.0,,,,,,,,,,,,
31,CashAndCashEquivalentsAtCarryingValue,BS,13743000000.0,12713000000.0,14338000000.0,19355000000.0,22356000000.0,14974000000.0,15617000000.0,24542000000.0,30267000000.0,14042000000.0,15486000000.0,14911000000.0,14855000000.0,17307000000.0,17204000000.0,20927000000.0,19722000000.0,14236000000.0,13818000000.0,14523000000.0,11988000000.0,10639000000.0,13639000000.0,13732000000.0,13861000000.0,18640000000.0,18205000000.0,18972000000.0,20909000000.0,12598000000.0,15721000000.0,17824000000.0,14639000000.0,17569000000.0,16056000000.0,18107000000.0,14734000000.0,14376000000.0,16249000000.0,17305000000.0,15530000000.0,11174000000.0,18965000000.0,13985000000.0,12671000000.0,14332000000.0,17604000000.0,14487000000.0,10463000000.0,10983000000.0,11355000000.0,14127000000.0,19170000000.0,21183000000.0,19728000000.0,21859000000.0
32,NetCashProvidedByUsedInOperatingActivities,CF,3690000000.0,7527000000.0,12561000000.0,16385000000.0,2316000000.0,6225000000.0,10847000000.0,14298000000.0,2795000000.0,7523000000.0,12020000000.0,15396000000.0,2277000000.0,7328000000.0,13275000000.0,17414000000.0,3923000000.0,9452000000.0,14106000000.0,18471000000.0,2872000000.0,8072000000.0,14197000000.0,19279000000.0,1763000000.0,6753000000.0,12114000000.0,18767000000.0,2913000000.0,8685000000.0,14951000000.0,21056000000.0,3606000000.0,9685000000.0,15957000000.0,22201000000.0,3543000000.0,9491000000.0,17018000000.0,23416000000.0,3358000000.0,6810000000.0,15193000000.0,23536000000.0,4074000000.0,9388000000.0,17678000000.0,23410000000.0,3979000000.0,9560000000.0,15844000000.0,21194000000.0,3257000000.0,7439000000.0,14928000000.0,22791000000.0
33,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,BS,6254000000.0,6320000000.0,6409000000.0,6087000000.0,6125000000.0,6202000000.0,6215000000.0,8353000000.0,8236000000.0,8180000000.0,7904000000.0,9082000000.0,8978000000.0,8996000000.0,9038000000.0,7784000000.0,7700000000.0,7626000000.0,7551000000.0,9972000000.0,9750000000.0,9633000000.0,9515000000.0,8854000000.0,8591000000.0,8359000000.0,8217000000.0,9615000000.0,9609000000.0,,,10074000000.0,,,,9951000000.0,,,,10663000000.0,,,,10771000000.0,,,,8898000000.0,,,,6767000000.0,,,,7149000000.0
34,OtherNonoperatingIncomeExpense,IS,1594000000.0,18000000.0,292000000.0,768000000.0,,,,-2743000000.0,611000000.0,-2008000000.0,90000000.0,-1626000000.0,-515000000.0,-172000000.0,-943000000.0,-2498000000.0,-86000000.0,-226000000.0,1345000000.0,70000000.0,348000000.0,931000000.0,-420000000.0,2064000000.0,39000000.0,-557000000.0,54000000.0,-484000000.0,160000000.0,-588000000.0,236000000.0,-183000000.0,-60000000.0,-364000000.0,-3000000.0,-1405000000.0,22000000.0,1683000000.0,-4214000000.0,-2525000000.0,679000000.0,-24000000.0,-1200000000.0,-2899000000.0,882000000.0,488000000.0,-1850000000.0,-489000000.0,102000000.0,-273000000.0,-493000000.0,-1871000000.0,-7228000000.0,60000000.0,-499000000.0,-6634000000.0
35,PaymentsOfOrdinaryDividends,CF,1350000000.0,2839000000.0,4323000000.0,5804000000.0,1480000000.0,3043000000.0,4601000000.0,6156000000.0,1565000000.0,3241000000.0,4924000000.0,6614000000.0,1706000000.0,3562000000.0,5424000000.0,7286000000.0,1867000000.0,3845000000.0,5812000000.0,7768000000.0,1946000000.0,4025000000.0,6101000000.0,8173000000.0,2069000000.0,4266000000.0,6451000000.0,8621000000.0,2171000000.0,4433000000.0,6687000000.0,8943000000.0,2253000000.0,4668000000.0,7083000000.0,9494000000.0,2396000000.0,4918000000.0,7417000000.0,9917000000.0,2505000000.0,5164000000.0,7823000000.0,10481000000.0,2659000000.0,5450000000.0,8241000000.0,11032000000.0,2787000000.0,5758000000.0,8728000000.0,11682000000.0,2942000000.0,6034000000.0,8905000000.0,11770000000.0
36,NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired,CF,808000000.0,909000000.0,1321000000.0,1321000000.0,2245000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,DepreciationDepletionAndAmortization,CF,734000000.0,1445000000.0,2170000000.0,2939000000.0,755000000.0,1532000000.0,2315000000.0,3158000000.0,773000000.0,1625000000.0,2630000000.0,3666000000.0,1036000000.0,2026000000.0,3002000000.0,4104000000.0,1013000000.0,1965000000.0,2904000000.0,3895000000.0,895000000.0,1784000000.0,2713000000.0,3746000000.0,891000000.0,1791000000.0,2699000000.0,3754000000.0,912000000.0,2062000000.0,3773000000.0,5642000000.0,1746000000.0,3463000000.0,5194000000.0,6929000000.0,1761000000.0,3466000000.0,5193000000.0,7009000000.0,1747000000.0,3473000000.0,5291000000.0,7231000000.0,1894000000.0,3733000000.0,5547000000.0,7390000000.0,1769000000.0,3513000000.0,5198000000.0,6970000000.0,1880000000.0,3814000000.0,5643000000.0,7486000000.0
38,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCostPercentageIncreaseDecrease,UN,0.1,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,EmployeeRelatedLiabilitiesCurrent,BS,1054000000.0,1197000000.0,1314000000.0,2642000000.0,1777000000.0,2104000000.0,2263000000.0,2329000000.0,1526000000.0,1911000000.0,2128000000.0,2423000000.0,1631000000.0,2001000000.0,2324000000.0,2794000000.0,1743000000.0,2142000000.0,2333000000.0,2751000000.0,1557000000.0,2075000000.0,2324000000.0,2474000000.0,1830000000.0,2168000000.0,2554000000.0,2676000000.0,1836000000.0,2374000000.0,2900000000.0,2953000000.0,1892000000.0,2255000000.0,2840000000.0,3098000000.0,1986000000.0,2291000000.0,2886000000.0,3354000000.0,2166000000.0,2313000000.0,3012000000.0,3484000000.0,2060000000.0,2709000000.0,3146000000.0,3586000000.0,2098000000.0,2717000000.0,3006000000.0,3328000000.0,2231000000.0,3062000000.0,3337000000.0,3993000000.0
40,PaymentsForRepurchaseOfCommonStock,CF,383000000.0,780000000.0,1512000000.0,2797000000.0,435000000.0,929000000.0,1672000000.0,2525000000.0,67000000.0,12919000000.0,12919000000.0,12919000000.0,0.0,0.0,3050000000.0,3538000000.0,774000000.0,1966000000.0,4381000000.0,7124000000.0,2198000000.0,3094000000.0,3394000000.0,5290000000.0,2389000000.0,4751000000.0,6954000000.0,8979000000.0,3342000000.0,5232000000.0,5543000000.0,6358000000.0,1444000000.0,1589000000.0,2060000000.0,5868000000.0,2206000000.0,4692000000.0,6320000000.0,6746000000.0,1711000000.0,2417000000.0,2900000000.0,3221000000.0,1438000000.0,2069000000.0,2460000000.0,3456000000.0,1577000000.0,2550000000.0,4715000000.0,6035000000.0,3537000000.0,3918000000.0,4838000000.0,5054000000.0
