,tag,stmt,31_03_2010,30_06_2010,30_09_2010,31_12_2010,31_03_2011,30_06_2011,30_09_2011,31_12_2011,31_03_2012,30_06_2012,30_09_2012,31_12_2012,31_03_2013,30_06_2013,30_09_2013,31_12_2013,31_03_2014,30_06_2014,30_09_2014,31_12_2014,31_03_2015,30_06_2015,30_09_2015,31_12_2015,31_03_2016,30_06_2016,30_09_2016,31_12_2016,31_03_2017,30_06_2017,30_09_2017,31_12_2017,31_03_2018,30_06_2018,30_09_2018,31_12_2018,31_03_2019,30_06_2019,30_09_2019,31_12_2019,31_03_2020,30_06_2020,30_09_2020,31_12_2020,31_03_2021,30_06_2021,30_09_2021,31_12_2021,31_03_2022,30_06_2022,30_09_2022,31_12_2022,31_03_2023,30_06_2023,30_09_2023,31_12_2023
12,NetIncomeLoss,IS,3074000000.0,3253000000.0,4308000000.0,6004000000.0,5987000000.0,7308000000.0,6623000000.0,13064000000.0,11622000000.0,8824000000.0,8223000000.0,13078000000.0,9547000000.0,6900000000.0,7512000000.0,13072000000.0,10223000000.0,7748000000.0,8467000000.0,18024000000.0,13569000000.0,10677000000.0,11124000000.0,18361000000.0,10516000000.0,7796000000.0,9014000000.0,17891000000.0,11029000000.0,8717000000.0,10714000000.0,20065000000.0,13822000000.0,11519000000.0,14125000000.0,19965000000.0,11561000000.0,10044000000.0,13686000000.0,22236000000.0,11249000000.0,11253000000.0,12673000000.0,28755000000.0,23630000000.0,21744000000.0,94680000000.0,34630000000.0,25010000000.0,19442000000.0,99803000000.0,29998000000.0,24160000000.0,19881000000.0,96995000000.0,33916000000.0
13,SellingGeneralAndAdministrativeExpense,IS,1220000000.0,1438000000.0,5517000000.0,1896000000.0,1763000000.0,1915000000.0,7599000000.0,2605000000.0,2339000000.0,2545000000.0,10040000000.0,2840000000.0,2672000000.0,2645000000.0,10830000000.0,3053000000.0,2932000000.0,2850000000.0,11993000000.0,3600000000.0,3460000000.0,3564000000.0,14329000000.0,3848000000.0,3423000000.0,3441000000.0,14194000000.0,3946000000.0,3718000000.0,3783000000.0,15261000000.0,4231000000.0,4150000000.0,4108000000.0,16705000000.0,4783000000.0,4458000000.0,4426000000.0,18245000000.0,5197000000.0,4952000000.0,4831000000.0,19916000000.0,5631000000.0,5314000000.0,5412000000.0,21973000000.0,6449000000.0,6193000000.0,6012000000.0,25094000000.0,6607000000.0,6201000000.0,5973000000.0,24932000000.0,6786000000.0
14,CashAndCashEquivalentsPeriodIncreaseDecrease,CF,4755000000.0,4442000000.0,5998000000.0,-527000000.0,4717000000.0,830000000.0,-1446000000.0,495000000.0,306000000.0,-1870000000.0,931000000.0,5408000000.0,1307000000.0,502000000.0,3513000000.0,-182000000.0,4690000000.0,-1282000000.0,-415000000.0,5634000000.0,645000000.0,1475000000.0,7276000000.0,-4431000000.0,394000000.0,-2883000000.0,-636000000.0,-4113000000.0,-5327000000.0,-1913000000.0,-195000000.0,7202000000.0,24770000000.0,11682000000.0,5624000000.0,18858000000.0,,,,,,,,,,,,,,,,,,,,
15,PaymentsToAcquireAvailableForSaleSecurities,CF,25061000000.0,,,,,75133000000.0,102317000000.0,40175000000.0,85022000000.0,121091000000.0,151232000000.0,37192000000.0,81163000000.0,122681000000.0,148489000000.0,48397000000.0,90360000000.0,160662000000.0,217128000000.0,44915000000.0,92523000000.0,137524000000.0,166402000000.0,47836000000.0,86242000000.0,112068000000.0,142428000000.0,54272000000.0,99821000000.0,123781000000.0,159486000000.0,41272000000.0,48449000000.0,56133000000.0,71356000000.0,,,,,,,,,,,,,,,,,,,,,
16,OtherLiabilitiesNoncurrent,BS,4539000000.0,4981000000.0,5531000000.0,7065000000.0,7870000000.0,9149000000.0,10100000000.0,11833000000.0,13954000000.0,15560000000.0,16664000000.0,18925000000.0,20868000000.0,20553000000.0,20208000000.0,21699000000.0,22476000000.0,23287000000.0,24826000000.0,28971000000.0,29816000000.0,31296000000.0,33427000000.0,32175000000.0,33859000000.0,35572000000.0,36074000000.0,37901000000.0,39470000000.0,38598000000.0,40415000000.0,43754000000.0,46855000000.0,45694000000.0,45180000000.0,54555000000.0,52165000000.0,51143000000.0,50503000000.0,55848000000.0,56795000000.0,55696000000.0,54490000000.0,56042000000.0,52953000000.0,52054000000.0,53325000000.0,55056000000.0,52432000000.0,53629000000.0,49142000000.0,53107000000.0,52886000000.0,51730000000.0,49848000000.0,50353000000.0
17,DepreciationAmortizationAndAccretionNet,CF,425000000.0,698000000.0,1027000000.0,356000000.0,790000000.0,1271000000.0,1814000000.0,721000000.0,1461000000.0,2296000000.0,3277000000.0,1588000000.0,3280000000.0,4974000000.0,6757000000.0,,4031000000.0,5977000000.0,7946000000.0,2575000000.0,5054000000.0,8138000000.0,11257000000.0,2954000000.0,5431000000.0,7957000000.0,10505000000.0,2987000000.0,5319000000.0,7673000000.0,10157000000.0,2745000000.0,5484000000.0,8149000000.0,,,,,,,,,,,,,,,,,,,,,,
18,IncomeTaxesPaidNet,CF,2144000000.0,2657000000.0,2697000000.0,826000000.0,1913000000.0,2563000000.0,3338000000.0,1474000000.0,4835000000.0,5901000000.0,7682000000.0,1890000000.0,4258000000.0,7188000000.0,9128000000.0,3387000000.0,5369000000.0,8013000000.0,10026000000.0,3869000000.0,7058000000.0,10604000000.0,13252000000.0,3398000000.0,6630000000.0,8990000000.0,10444000000.0,3510000000.0,6878000000.0,9752000000.0,11591000000.0,3551000000.0,6340000000.0,8819000000.0,10417000000.0,4916000000.0,9497000000.0,11795000000.0,15263000000.0,4393000000.0,7505000000.0,8410000000.0,9501000000.0,1787000000.0,10276000000.0,18536000000.0,25385000000.0,5235000000.0,9301000000.0,12251000000.0,19573000000.0,828000000.0,4894000000.0,7020000000.0,18679000000.0,7255000000.0
19,LiabilitiesAndStockholdersEquity,BS,57057000000.0,64725000000.0,75183000000.0,86742000000.0,94904000000.0,106758000000.0,116371000000.0,138681000000.0,150934000000.0,162896000000.0,176064000000.0,196088000000.0,194743000000.0,199856000000.0,207000000000.0,225184000000.0,205989000000.0,222520000000.0,231839000000.0,261894000000.0,261194000000.0,273151000000.0,290479000000.0,293284000000.0,305277000000.0,305602000000.0,321686000000.0,331141000000.0,334532000000.0,345173000000.0,375319000000.0,406794000000.0,367502000000.0,349197000000.0,365725000000.0,373719000000.0,341998000000.0,322239000000.0,338516000000.0,340618000000.0,320400000000.0,317344000000.0,323888000000.0,354054000000.0,337158000000.0,329840000000.0,351002000000.0,381191000000.0,350662000000.0,336309000000.0,352755000000.0,346747000000.0,332160000000.0,335038000000.0,352583000000.0,353514000000.0
20,IncreaseDecreaseInAccountsPayable,CF,-18000000.0,2812000000.0,6307000000.0,2346000000.0,1626000000.0,2480000000.0,2515000000.0,4314000000.0,2809000000.0,2450000000.0,4467000000.0,6145000000.0,-4422000000.0,-4740000000.0,2340000000.0,8191000000.0,-2375000000.0,-2531000000.0,5938000000.0,9003000000.0,-5428000000.0,-3263000000.0,5400000000.0,-852000000.0,-9475000000.0,-9622000000.0,1791000000.0,2460000000.0,-6862000000.0,-5212000000.0,9618000000.0,14588000000.0,-13220000000.0,-11139000000.0,9175000000.0,-8501000000.0,-20024000000.0,-19804000000.0,-1923000000.0,-1089000000.0,-13520000000.0,-10787000000.0,-4062000000.0,21670000000.0,-1997000000.0,-1786000000.0,12326000000.0,19813000000.0,-1750000000.0,-6108000000.0,9448000000.0,-6075000000.0,-20764000000.0,-16790000000.0,-1889000000.0,-4542000000.0
21,ProceedsFromIssuanceOfCommonStock,CF,534000000.0,733000000.0,912000000.0,208000000.0,494000000.0,577000000.0,831000000.0,91000000.0,377000000.0,433000000.0,665000000.0,76000000.0,275000000.0,335000000.0,530000000.0,134000000.0,341000000.0,435000000.0,730000000.0,80000000.0,309000000.0,324000000.0,543000000.0,1000000.0,247000000.0,247000000.0,495000000.0,0.0,273000000.0,274000000.0,555000000.0,,327000000.0,328000000.0,669000000.0,,390000000.0,391000000.0,781000000.0,2000000.0,430000000.0,430000000.0,880000000.0,0.0,561000000.0,561000000.0,1105000000.0,,,,,,,,,
22,PaymentsToAcquireProductiveAssets,CF,650000000.0,1245000000.0,2005000000.0,1214000000.0,1838000000.0,2615000000.0,4260000000.0,1321000000.0,2778000000.0,4834000000.0,8295000000.0,2317000000.0,4325000000.0,6210000000.0,8165000000.0,1985000000.0,3367000000.0,5745000000.0,9571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,WeightedAverageNumberOfSharesOutstandingBasic,IS,907548000.0,912197000.0,909461000.0,919294000.0,923196000.0,926108000.0,924258000.0,931041000.0,933582000.0,936596000.0,934818000.0,938916000.0,939629000.0,918618000.0,925331000.0,896072000.0,874757000.0,6012635000.0,6085572000.0,5843082000.0,5793799000.0,5729886000.0,5753421000.0,5558930000.0,5514381000.0,5443058000.0,5470820000.0,5298661000.0,5225791000.0,5195088000.0,5217242000.0,5112877000.0,5024877000.0,4882167000.0,4955377000.0,4735820000.0,4674071000.0,4570633000.0,4617834000.0,4415040000.0,4360101000.0,4312573000.0,17352119000.0,16935119000.0,16753476000.0,16629371000.0,16701272000.0,16391724000.0,16278802000.0,16162945000.0,16215963000.0,15892723000.0,15787154000.0,15697614000.0,15744231000.0,15509763000.0
24,StockholdersEquity,BS,39348000000.0,43111000000.0,47791000000.0,54666000000.0,61477000000.0,69343000000.0,76615000000.0,90054000000.0,102498000000.0,111746000000.0,118210000000.0,127346000000.0,135490000000.0,123354000000.0,123549000000.0,129684000000.0,120179000000.0,120940000000.0,111547000000.0,123328000000.0,129006000000.0,125677000000.0,119355000000.0,128267000000.0,130457000000.0,126541000000.0,128249000000.0,132390000000.0,134082000000.0,132425000000.0,134047000000.0,140199000000.0,126878000000.0,114949000000.0,107147000000.0,117892000000.0,105860000000.0,96456000000.0,90488000000.0,89531000000.0,78425000000.0,72282000000.0,65339000000.0,66224000000.0,69178000000.0,64280000000.0,63090000000.0,71932000000.0,67399000000.0,58107000000.0,50672000000.0,56727000000.0,62158000000.0,60274000000.0,62146000000.0,74100000000.0
25,NetCashProvidedByUsedInInvestingActivities,CF,-4041000000.0,-9471000000.0,-13854000000.0,-10729000000.0,-12251000000.0,-27283000000.0,-40419000000.0,-17128000000.0,-31604000000.0,-43914000000.0,-48227000000.0,-13521000000.0,-27878000000.0,-34385000000.0,-33774000000.0,-15103000000.0,,,,,,,,,,,,,-33324000000.0,-36504000000.0,-46446000000.0,-13590000000.0,15120000000.0,19067000000.0,16066000000.0,5844000000.0,19192000000.0,46694000000.0,45896000000.0,-13668000000.0,-4655000000.0,-9820000000.0,-4289000000.0,-8584000000.0,-18952000000.0,-15380000000.0,-14545000000.0,-16106000000.0,-25371000000.0,-21137000000.0,-22354000000.0,-1445000000.0,874000000.0,1311000000.0,3705000000.0,1927000000.0
26,AccountsReceivableNetCurrent,BS,2886000000.0,3447000000.0,5510000000.0,6027000000.0,5798000000.0,6102000000.0,5369000000.0,8930000000.0,7042000000.0,7657000000.0,10930000000.0,11598000000.0,7084000000.0,8839000000.0,13102000000.0,14200000000.0,9700000000.0,10788000000.0,17460000000.0,16709000000.0,10905000000.0,10370000000.0,16849000000.0,12953000000.0,12229000000.0,11714000000.0,15754000000.0,14057000000.0,11579000000.0,12399000000.0,17874000000.0,23440000000.0,14324000000.0,14104000000.0,23186000000.0,18077000000.0,15085000000.0,14148000000.0,22926000000.0,20970000000.0,15722000000.0,17882000000.0,16120000000.0,27101000000.0,18503000000.0,17475000000.0,26278000000.0,30213000000.0,20815000000.0,21803000000.0,28184000000.0,23752000000.0,17936000000.0,19549000000.0,29508000000.0,23194000000.0
27,AvailableForSaleSecuritiesCurrent,BS,13137000000.0,,,,,16304000000.0,16137000000.0,19846000000.0,18417000000.0,19709000000.0,18383000000.0,23666000000.0,27084000000.0,31358000000.0,26287000000.0,26634000000.0,22401000000.0,24828000000.0,11233000000.0,12985000000.0,18607000000.0,19384000000.0,20481000000.0,21385000000.0,33769000000.0,43519000000.0,46671000000.0,44081000000.0,51944000000.0,58188000000.0,53892000000.0,49662000000.0,42881000000.0,38999000000.0,40388000000.0,,,,,,,,,,,,,,,,,,,,,
28,CashAndCashEquivalentsAtCarryingValue,BS,10018000000.0,9705000000.0,11261000000.0,10734000000.0,15978000000.0,12091000000.0,9815000000.0,10310000000.0,10121000000.0,7945000000.0,10746000000.0,16154000000.0,12053000000.0,11248000000.0,14259000000.0,14077000000.0,18949000000.0,12977000000.0,13844000000.0,19478000000.0,14489000000.0,15319000000.0,21120000000.0,16689000000.0,21514000000.0,18237000000.0,20484000000.0,16371000000.0,15157000000.0,18571000000.0,20289000000.0,27491000000.0,45059000000.0,31971000000.0,25913000000.0,44771000000.0,37988000000.0,50530000000.0,48844000000.0,39771000000.0,40174000000.0,33383000000.0,38016000000.0,36010000000.0,38466000000.0,34050000000.0,34940000000.0,37119000000.0,28098000000.0,27502000000.0,23646000000.0,20535000000.0,24687000000.0,28408000000.0,29965000000.0,40760000000.0
29,NetCashProvidedByUsedInOperatingActivities,CF,8111000000.0,12912000000.0,18595000000.0,9773000000.0,15992000000.0,27100000000.0,37529000000.0,17554000000.0,31531000000.0,41720000000.0,50856000000.0,23426000000.0,35930000000.0,43758000000.0,53666000000.0,22670000000.0,,,,,,,,,,,,,39579000000.0,47942000000.0,63598000000.0,28293000000.0,43423000000.0,57911000000.0,77434000000.0,26690000000.0,37845000000.0,49481000000.0,69391000000.0,30516000000.0,43827000000.0,60098000000.0,80674000000.0,38763000000.0,62744000000.0,83838000000.0,104038000000.0,46966000000.0,75132000000.0,98024000000.0,122151000000.0,34005000000.0,62565000000.0,88945000000.0,110543000000.0,39895000000.0
30,NonoperatingIncomeExpense,IS,50000000.0,58000000.0,155000000.0,136000000.0,26000000.0,172000000.0,415000000.0,137000000.0,148000000.0,288000000.0,522000000.0,462000000.0,347000000.0,234000000.0,1156000000.0,246000000.0,225000000.0,202000000.0,980000000.0,170000000.0,286000000.0,390000000.0,1285000000.0,402000000.0,155000000.0,364000000.0,1348000000.0,821000000.0,587000000.0,540000000.0,2745000000.0,756000000.0,274000000.0,672000000.0,2005000000.0,560000000.0,378000000.0,367000000.0,1807000000.0,349000000.0,282000000.0,46000000.0,803000000.0,45000000.0,508000000.0,243000000.0,258000000.0,-247000000.0,160000000.0,-10000000.0,-334000000.0,-393000000.0,64000000.0,-265000000.0,-565000000.0,-50000000.0
31,InventoryNet,BS,638000000.0,942000000.0,1051000000.0,885000000.0,930000000.0,889000000.0,776000000.0,1236000000.0,1102000000.0,1122000000.0,791000000.0,1455000000.0,1245000000.0,1697000000.0,1764000000.0,2122000000.0,1829000000.0,1594000000.0,2111000000.0,2283000000.0,2396000000.0,2042000000.0,2349000000.0,2451000000.0,2281000000.0,1831000000.0,2132000000.0,2712000000.0,2910000000.0,3146000000.0,4855000000.0,4421000000.0,7662000000.0,5936000000.0,3956000000.0,4988000000.0,4884000000.0,3355000000.0,4106000000.0,4097000000.0,3334000000.0,3978000000.0,4061000000.0,4973000000.0,5219000000.0,5178000000.0,6580000000.0,5876000000.0,5460000000.0,5433000000.0,4946000000.0,6820000000.0,7482000000.0,7351000000.0,6331000000.0,6511000000.0
32,AvailableForSaleSecuritiesNoncurrent,BS,18549000000.0,,,,,47761000000.0,55618000000.0,67445000000.0,81638000000.0,89567000000.0,92122000000.0,97292000000.0,105550000000.0,104014000000.0,106215000000.0,118131000000.0,109239000000.0,126685000000.0,130162000000.0,145492000000.0,160443000000.0,168145000000.0,164065000000.0,177665000000.0,177645000000.0,169764000000.0,170430000000.0,185638000000.0,189740000000.0,184757000000.0,194714000000.0,207944000000.0,179286000000.0,172773000000.0,170799000000.0,,,,,,,,,,,,,,,,,,,,,
33,IntangibleAssetsNetExcludingGoodwill,BS,263000000.0,318000000.0,342000000.0,522000000.0,507000000.0,1169000000.0,3536000000.0,3472000000.0,3604000000.0,4329000000.0,4224000000.0,4462000000.0,4136000000.0,4353000000.0,4179000000.0,4105000000.0,3928000000.0,3767000000.0,4142000000.0,4370000000.0,4061000000.0,3779000000.0,3893000000.0,3924000000.0,3843000000.0,3506000000.0,3206000000.0,2848000000.0,2617000000.0,2444000000.0,2298000000.0,2149000000.0,,,,,,,,,,,,,,,,,,,,,,,,
34,GainLossOnSaleOfPropertyPlantEquipment,CF,-9000000.0,-14000000.0,-24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,DeferredTaxAssetsNetCurrent,BS,1142000000.0,1216000000.0,1636000000.0,1724000000.0,1683000000.0,1892000000.0,2014000000.0,1937000000.0,2253000000.0,2309000000.0,2583000000.0,2895000000.0,3242000000.0,3193000000.0,3453000000.0,3742000000.0,4014000000.0,3884000000.0,4318000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CommonStockSharesOutstanding,BS,909635811.0,913482347.0,915970050.0,921035475.0,924674079.0,926903779.0,929277000.0,932214000.0,934982000.0,937266000.0,939208000.0,938973000.0,940094000.0,908442000.0,899213000.0,892447000.0,861745.0,5989171000.0,5866161000.0,5826419000.0,5762278000.0,5705400000.0,5578753000.0,5544487000.0,5478446000.0,5393165000.0,5336166000.0,5255423000.0,5205815000.0,5169782000.0,5126201000.0,5081651000.0,4943282000.0,4842917000.0,4754986000.0,4729803000.0,4607284000.0,4531395000.0,4443236000.0,4384959000.0,4323987000.0,4283939000.0,16976763000.0,16823263000.0,16686305000.0,16556942000.0,16426786000.0,16340851000.0,16207568000.0,16095378000.0,15943425000.0,15842407000.0,15723406000.0,15647868000.0,15550061000.0,15460223000.0
37,DeferredRevenueNoncurrent,BS,941000000.0,1021000000.0,1139000000.0,1216000000.0,1230000000.0,1407000000.0,1686000000.0,2187000000.0,2446000000.0,2530000000.0,2648000000.0,2938000000.0,2877000000.0,2672000000.0,2625000000.0,3071000000.0,3164000000.0,3058000000.0,3031000000.0,3480000000.0,3571000000.0,3474000000.0,3624000000.0,3546000000.0,3322000000.0,3064000000.0,2930000000.0,3163000000.0,3107000000.0,2984000000.0,2836000000.0,3131000000.0,3087000000.0,2878000000.0,2797000000.0,,,,,,,,,,,,,,,,,,,,,
